Reported Trait,Mapped Trait,Tissues,Gene Symbol,Ensembl ID,Gene Type,Method/Software,Effect Size,P-value,Publication
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,RPS6KB2,ENSG00000175634.14,protein-coding,-,-,7.62E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,RASGRP2,ENSG00000068831.18,protein-coding,-,-,7.68E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,ZNF687,ENSG00000143373.17,protein-coding,-,-,7.70E-17,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Sigmoid,ZNF771,ENSG00000179965.11,protein-coding,-,-,7.75E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Frontal Cortex,TMOD4,ENSG00000163157.14,protein-coding,-,-,7.99E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,NEGR1,ENSG00000172260.14,protein-coding,-,-,8.04E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cortex,HSD3B7,ENSG00000099377.13,protein-coding,-,-,8.09E-41,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,KLRD1,ENSG00000134539.16,protein-coding,-,-,8.22E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,YPEL3,ENSG00000090238.11,protein-coding,-,-,8.40E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,LIN37,ENSG00000267796.7,protein-coding,-,-,8.50E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,KLRD1,ENSG00000134539.16,protein-coding,-,-,8.55E-11,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Putamen Basal Ganglia,GPX1,ENSG00000233276.3,protein-coding,-,-,8.60E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellar Hemisphere,P4HA1,ENSG00000122884.12,protein-coding,-,-,8.67E-16,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,MEN1,ENSG00000133895.14,protein-coding,-,-,8.71E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,ZNF668,ENSG00000167394.12,protein-coding,-,-,8.81E-08,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,TTLL10,ENSG00000162571.13,protein-coding,-,-,8.83E-12,TWASP000194
Major Depression Disorder,Depressive Disorder,Colon Transverse,KBTBD4,ENSG00000123444.13,protein-coding,-,-,9.14E-10,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,RCE1,ENSG00000173653.7,protein-coding,-,-,9.38E-09,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,SLC39A13,ENSG00000165915.13,protein-coding,-,-,9.52E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Nucleus Accumbens,RBM5,ENSG00000003756.16,protein-coding,-,-,9.57E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Mucosa,AGBL2,ENSG00000165923.15,protein-coding,-,-,9.69E-07,TWASP000194
Major Depression Disorder,Depressive Disorder,Lymphocyte Cell,ACP4,ENSG00000142513,protein-coding,-,-,1.19E-203,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Muscularis,ANXA7,ENSG00000138279.15,protein-coding,-,-,1.31E-180,TWASP000194
Major Depression Disorder,Depressive Disorder,Monocyte,RANBP3,ENSG00000031823.14,protein-coding,-,-,1.34E-300,TWASP000194
Major Depression Disorder,Depressive Disorder,Lymphocyte Cell,EPHA1,ENSG00000146904.8,protein-coding,-,-,1.74E-279,TWASP000194
Major Depression Disorder,Depressive Disorder,Anterior Cingulate Cortex,SPINDOC,ENSG00000168005,protein-coding,-,-,2.78E-157,TWASP000194
Major Depression Disorder,Depressive Disorder,Lymphocyte Cell,NAA40,ENSG00000110583.12,protein-coding,-,-,2.88E-266,TWASP000194
Major Depression Disorder,Depressive Disorder,Esophagus Gastroesophageal,KLHL17,ENSG00000187961.13,protein-coding,-,-,5.23E-236,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Caudate Basal Ganglia,FAM193A,ENSG00000125386.15,protein-coding,-,-,5.99E-136,TWASP000194
Major Depression Disorder,Depressive Disorder,Brain Cerebellum,RPS6KB2,ENSG00000175634.14,protein-coding,-,-,8.67E-187,TWASP000194
