geneid	gene_symbol	uniprotid	dx	query
2203	FBP1	P09467	SCZ	DisOntol_5419
220988	HNRNPA3	P51991	SCZ	DisOntol_5419
221	ALDH3B1	P43353	SCZ	DisOntol_5419
223117	SEMA3D	O95025	SCZ	DisOntol_5419
2247	FGF2	P09038	SCZ	DisOntol_5419
22874	PLEKHA6	Q9Y2H5	SCZ	DisOntol_5419
22904	SBNO2	Q9Y2G9	SCZ	DisOntol_5419
23026	MYO16	Q9Y6X6	SCZ	DisOntol_5419
23114	NFASC	O94856	SCZ	DisOntol_5419
23339	VPS39	Q96JC1	SCZ	DisOntol_5419
23395	LARS2	Q15031	SCZ	DisOntol_5419
23500	DAAM2	Q86T65	SCZ	DisOntol_5419
238	ALK	Q9UM73	SCZ	DisOntol_5419
2414	FRA7G		SCZ	DisOntol_5419
2530	FUT8	Q9BYC5	SCZ	DisOntol_5419
2558	GABRA5	P31644	SCZ	DisOntol_5419
2569	GABRR1	P24046	SCZ	DisOntol_5419
259217	HSPA12A	O43301	SCZ	DisOntol_5419
26053	AUTS2	Q8WXX7	SCZ	DisOntol_5419
26223	FBXL21P	Q9UKT6	SCZ	DisOntol_5419
266553	OFCC1	Q8IZS5	SCZ	DisOntol_5419
2674	GFRA1	P56159	SCZ	DisOntol_5419
2676	GFRA3	O60609	SCZ	DisOntol_5419
27013	CNPPD1	Q9BV87	SCZ	DisOntol_5419
27037	TRMT2A	Q8IZ69	SCZ	DisOntol_5419
27121	DKK4	Q9UBT3	SCZ	DisOntol_5419
27122	DKK3	Q9UBP4	SCZ	DisOntol_5419
27189	IL17C	Q9P0M4	SCZ	DisOntol_5419
27201	GPR78	Q96P69	SCZ	DisOntol_5419
27349	MCAT	Q8IVS2	SCZ	DisOntol_5419
282617	IFNL3	Q8IZI9	SCZ	DisOntol_5419
2870	GRK6	P43250	SCZ	DisOntol_5419
2873	GPS1	Q13098	SCZ	DisOntol_5419
2887	GRB10	Q13322	SCZ	DisOntol_5419
2901	GRIK5	Q16478	SCZ	DisOntol_5419
2953	GSTT2	P0CG29	SCZ	DisOntol_5419
29947	DNMT3L	Q9UJW3	SCZ	DisOntol_5419
29949	IL19	Q9UHD0	SCZ	DisOntol_5419
29968	PSAT1	Q9Y617	SCZ	DisOntol_5419
3008	H1-4	P10412	SCZ	DisOntol_5419
3009	H1-5	P16401	SCZ	DisOntol_5419
3014	H2AX	P16104	SCZ	DisOntol_5419
3029	HAGH	Q16775	SCZ	DisOntol_5419
3137	HLA-J		SCZ	DisOntol_5419
3159	HMGA1	P17096	SCZ	DisOntol_5419
321	APBA2	Q99767	SCZ	DisOntol_5419
324	APC	P25054	SCZ	DisOntol_5419
3269	HRH1	P35367	SCZ	DisOntol_5419
338442	HCAR2	Q8TDS4	SCZ	DisOntol_5419
3416	IDE	P14735	SCZ	DisOntol_5419
350	APOH	P02749	SCZ	DisOntol_5419
355	FAS	P25445	SCZ	DisOntol_5419
3561	IL2RG	P31785	SCZ	DisOntol_5419
3593	IL12B	P29460	SCZ	DisOntol_5419
3690	ITGB3	P05106	SCZ	DisOntol_5419
3714	JAG2	Q9Y219	SCZ	DisOntol_5419
3720	JARID2	Q92833	SCZ	DisOntol_5419
3745	KCNB1	Q14721	SCZ	DisOntol_5419
3760	KCNJ3	P48549	SCZ	DisOntol_5419
3786	KCNQ3	O43525	SCZ	DisOntol_5419
3791	KDR	P35968	SCZ	DisOntol_5419
3796	KIF2A	O00139	SCZ	DisOntol_5419
392	ARHGAP1	Q07960	SCZ	DisOntol_5419
3934	LCN2	P80188	SCZ	DisOntol_5419
3977	LIFR	P42702	SCZ	DisOntol_5419
4035	LRP1	Q07954	SCZ	DisOntol_5419
406901	MIR107		SCZ	DisOntol_5419
406961	MIR185		SCZ	DisOntol_5419
4154	MBNL1	Q9NR56	SCZ	DisOntol_5419
4161	MC5R	P33032	SCZ	DisOntol_5419
4200	ME2	P23368	SCZ	DisOntol_5419
427	ASAH1	Q13510	SCZ	DisOntol_5419
43	ACHE	P22303	SCZ	DisOntol_5419
4308	TRPM1	Q7Z4N2	SCZ	DisOntol_5419
4314	MMP3	P08254	SCZ	DisOntol_5419
442900	MIR326		SCZ	DisOntol_5419
4548	MTR	Q99707	SCZ	DisOntol_5419
4645	MYO5B	Q9ULV0	SCZ	DisOntol_5419
4693	NDP	Q00604	SCZ	DisOntol_5419
4723	NDUFV1	P49821	SCZ	DisOntol_5419
4861	NPAS1	Q99742	SCZ	DisOntol_5419
494331	MIR382		SCZ	DisOntol_5419
50632	CALY	Q9NYX4	SCZ	DisOntol_5419
5100	PCDH8	O95206	SCZ	DisOntol_5419
5105	PCK1	P35558	SCZ	DisOntol_5419
51473	DCDC2	Q9UHG0	SCZ	DisOntol_5419
51734	MSRB1	Q9NZV6	SCZ	DisOntol_5419
5174	PDZK1	Q5T2W1	SCZ	DisOntol_5419
5245	PHB	P35232	SCZ	DisOntol_5419
5274	SERPINI1	Q99574	SCZ	DisOntol_5419
5348	FXYD1	O00168	SCZ	DisOntol_5419
5375	PMP2	P02689	SCZ	DisOntol_5419
54407	SLC38A2	Q96QD8	SCZ	DisOntol_5419
54487	DGCR8	Q8WYQ5	SCZ	DisOntol_5419
5478	PPIA	P62937	SCZ	DisOntol_5419
55163	PNPO	Q9NVS9	SCZ	DisOntol_5419
55300	PI4K2B	Q8TCG2	SCZ	DisOntol_5419
55717	WDR11	Q9BZH6	SCZ	DisOntol_5419
55784	MCTP2	Q6DN12	SCZ	DisOntol_5419
55808	ST6GALNAC1	Q9NSC7	SCZ	DisOntol_5419
55824	PAG1	Q9NWQ8	SCZ	DisOntol_5419
55879	GABRQ	Q9UN88	SCZ	DisOntol_5419
5599	MAPK8	P45983	SCZ	DisOntol_5419
57088	PLSCR4	Q9NRQ2	SCZ	DisOntol_5419
5733	PTGER3	P43115	SCZ	DisOntol_5419
574456	MIR497		SCZ	DisOntol_5419
5777	PTPN6	P29350	SCZ	DisOntol_5419
5947	RBP1	P09455	SCZ	DisOntol_5419
5970	RELA	Q04206	SCZ	DisOntol_5419
619465	ERVK-8		SCZ	DisOntol_5419
6280	S100A9	P06702	SCZ	DisOntol_5419
6311	ATXN2	Q99700	SCZ	DisOntol_5419
63876	PKNOX2	Q96KN3	SCZ	DisOntol_5419
6389	SDHA	P31040	SCZ	DisOntol_5419
6470	SHMT1	P34896	SCZ	DisOntol_5419
65267	WNK3	Q9BYP7	SCZ	DisOntol_5419
6538	SLC6A11	P48066	SCZ	DisOntol_5419
6586	SLIT3	O75094	SCZ	DisOntol_5419
6620	SNCB	Q16143	SCZ	DisOntol_5419
6712	SPTBN2	O15020	SCZ	DisOntol_5419
6716	SRD5A2	P31213	SCZ	DisOntol_5419
672	BRCA1	P38398	SCZ	DisOntol_5419
6812	STXBP1	P61764	SCZ	DisOntol_5419
685	BTC	P35070	SCZ	DisOntol_5419
6863	TAC1	P20366	SCZ	DisOntol_5419
688	KLF5	Q13887	SCZ	DisOntol_5419
6890	TAP1	Q03518	SCZ	DisOntol_5419
6892	TAPBP	O15533	SCZ	DisOntol_5419
692200	SNORD103C		SCZ	DisOntol_5419
694	BTG1	P62324	SCZ	DisOntol_5419
7057	THBS1	P07996	SCZ	DisOntol_5419
7097	TLR2	O60603	SCZ	DisOntol_5419
7103	TSPAN8	P19075	SCZ	DisOntol_5419
713	C1QB	P02746	SCZ	DisOntol_5419
7167	TPI1	P60174	SCZ	DisOntol_5419
7178	TPT1	P13693	SCZ	DisOntol_5419
7518	XRCC4	Q13426	SCZ	DisOntol_5419
778	CACNA1F	O60840	SCZ	DisOntol_5419
79080	CCDC86	Q9H6F5	SCZ	DisOntol_5419
79137	RETREG2	Q8NC44	SCZ	DisOntol_5419
80025	PANK2	Q9BZ23	SCZ	DisOntol_5419
80323	CCDC68	Q9H2F9	SCZ	DisOntol_5419
8038	ADAM12	O43184	SCZ	DisOntol_5419
81562	LMAN2L	Q9H0V9	SCZ	DisOntol_5419
81567	TXNDC5	Q8NBS9	SCZ	DisOntol_5419
81792	ADAMTS12	P58397	SCZ	DisOntol_5419
8315	BRAP	Q7Z569	SCZ	DisOntol_5419
836	CASP3	P42574	SCZ	DisOntol_5419
83999	KREMEN1	Q96MU8	SCZ	DisOntol_5419
84148	KAT8	Q9H7Z6	SCZ	DisOntol_5419
8443	GNPAT	O15228	SCZ	DisOntol_5419
84539	MCHR2	Q969V1	SCZ	DisOntol_5419
8490	RGS5	O15539	SCZ	DisOntol_5419
84952	CGNL1	Q0VF96	SCZ	DisOntol_5419
8516	ITGA8	P53708	SCZ	DisOntol_5419
85458	DIXDC1	Q155Q3	SCZ	DisOntol_5419
857	CAV1	Q03135	SCZ	DisOntol_5419
86123	YWHAZP5		SCZ	DisOntol_5419
8741	TNFSF13	O75888	SCZ	DisOntol_5419
875	CBS	P0DN79;P35520	SCZ	DisOntol_5419
8851	CDK5R1	Q15078	SCZ	DisOntol_5419
894	CCND2	P30279	SCZ	DisOntol_5419
89796	NAV1	Q8NEY1	SCZ	DisOntol_5419
90141	EFCAB11	Q9BUY7	SCZ	DisOntol_5419
9019	MPZL1	O95297	SCZ	DisOntol_5419
9168	TMSB10	P63313	SCZ	DisOntol_5419
9223	MAGI1	Q96QZ7	SCZ	DisOntol_5419
9248	GPR50	Q13585	SCZ	DisOntol_5419
9253	NUMBL	Q9Y6R0	SCZ	DisOntol_5419
93664	CADPS2	Q86UW7	SCZ	DisOntol_5419
9379	NRXN2	P58401;Q9P2S2	SCZ	DisOntol_5419
9415	FADS2	O95864	SCZ	DisOntol_5419
9455	HOMER2	Q9NSB8	SCZ	DisOntol_5419
9644	SH3PXD2A	Q5TCZ1	SCZ	DisOntol_5419
9699	RIMS2	Q9UQ26	SCZ	DisOntol_5419
9743	ARHGAP32	A7KAX9	SCZ	DisOntol_5419
9783	RIMS3	Q9UJD0	SCZ	DisOntol_5419
9821	RB1CC1	Q8TDY2	SCZ	DisOntol_5419
9869	SETDB1	Q15047	SCZ	DisOntol_5419
989	SEPTIN7	Q16181	SCZ	DisOntol_5419
9900	SV2A	Q7L0J3	SCZ	DisOntol_5419
9943	OXSR1	O95747	SCZ	DisOntol_5419
1	A1BG	P04217	SCZ	DisOntol_5419
100188856	DEL22Q11.2		SCZ	DisOntol_5419
100616496	ERVW-4		SCZ	DisOntol_5419
10641	NPRL2	Q8WTW4	SCZ	DisOntol_5419
10659	CELF2	O95319	SCZ	DisOntol_5419
1068	CETN1	Q12798	SCZ	DisOntol_5419
1108	CHD4	Q14839	SCZ	DisOntol_5419
113	ADCY7	P51828	SCZ	DisOntol_5419
115111	SLC26A7	Q8TE54	SCZ	DisOntol_5419
115207	KCTD12	Q96CX2	SCZ	DisOntol_5419
116369	SLC26A8	Q96RN1	SCZ	DisOntol_5419
119749	OR4C46	A6NHA9	SCZ	DisOntol_5419
1281	COL3A1	P02461	SCZ	DisOntol_5419
131177	FAM3D	Q96BQ1	SCZ	DisOntol_5419
1356	CP	P00450	SCZ	DisOntol_5419
146279	TEKT5	Q96M29	SCZ	DisOntol_5419
147657	ZNF480	Q8WV37	SCZ	DisOntol_5419
147929	ZNF565	Q8N9K5	SCZ	DisOntol_5419
151295	SLC23A3	Q6PIS1	SCZ	DisOntol_5419
166378	SPATA5	Q8NB90	SCZ	DisOntol_5419
1902	LPAR1	Q92633	SCZ	DisOntol_5419
1983	EIF5	P55010	SCZ	DisOntol_5419
200909	HTR3D	Q70Z44	SCZ	DisOntol_5419
221393	ADGRF4	Q8IZF3	SCZ	DisOntol_5419
22906	TRAK1	Q9UPV9	SCZ	DisOntol_5419
255101	CFAP65	Q6ZU64	SCZ	DisOntol_5419
2557	GABRA4	P48169	SCZ	DisOntol_5419
2563	GABRD	O14764	SCZ	DisOntol_5419
259173	ALS2CL	Q60I27	SCZ	DisOntol_5419
2647	BLOC1S1	P78537	SCZ	DisOntol_5419
26528	DAZAP1	Q96EP5	SCZ	DisOntol_5419
2694	CBLIF	P27352	SCZ	DisOntol_5419
284217	LAMA1	P25391	SCZ	DisOntol_5419
29115	SAP30BP	Q9UHR5	SCZ	DisOntol_5419
3133	HLA-E	P13747	SCZ	DisOntol_5419
337	APOA4	P06727	SCZ	DisOntol_5419
339230	CCDC137	Q6PK04	SCZ	DisOntol_5419
348327	ZNF530	Q6P9A1	SCZ	DisOntol_5419
3632	INPP5A	Q14642	SCZ	DisOntol_5419
3684	ITGAM	P11215	SCZ	DisOntol_5419
3836	KPNA1	P52294	SCZ	DisOntol_5419
387509	GPR153	Q6NV75	SCZ	DisOntol_5419
3908	LAMA2	P24043	SCZ	DisOntol_5419
407003	MIR219A2		SCZ	DisOntol_5419
442721	LMOD2	Q6P5Q4	SCZ	DisOntol_5419
442901	MIR328		SCZ	DisOntol_5419
449489	DFNB47		SCZ	DisOntol_5419
4538	ND4	P03905	SCZ	DisOntol_5419
51090	PLLP	Q9Y342	SCZ	DisOntol_5419
51150	SDF4	Q9BRK5	SCZ	DisOntol_5419
5127	CDK16	Q00536	SCZ	DisOntol_5419
5371	PML	P29590	SCZ	DisOntol_5419
54659	UGT1A3	P35503	SCZ	DisOntol_5419
54719	RNANC		SCZ	DisOntol_5419
55206	SBNO1	A3KN83	SCZ	DisOntol_5419
55741	EDEM2	Q9BV94	SCZ	DisOntol_5419
55752	SEPTIN11	Q9NVA2	SCZ	DisOntol_5419
6002	RGS12	O14924	SCZ	DisOntol_5419
60493	FASTKD5	Q7L8L6	SCZ	DisOntol_5419
641372	ACOT6	Q3I5F7	SCZ	DisOntol_5419
6482	ST3GAL1	Q11201	SCZ	DisOntol_5419
81033	KCNH6	Q9H252	SCZ	DisOntol_5419
8204	NRIP1	P48552	SCZ	DisOntol_5419
837	CASP4	P49662	SCZ	DisOntol_5419
84678	KDM2B	Q8NHM5	SCZ	DisOntol_5419
8553	BHLHE40	O14503	SCZ	DisOntol_5419
8633	UNC5C	O95185	SCZ	DisOntol_5419
8835	SOCS2	O14508	SCZ	DisOntol_5419
890	CCNA2	P20248	SCZ	DisOntol_5419
90952	ESAM	Q96AP7	SCZ	DisOntol_5419
9508	ADAMTS3	O15072	SCZ	DisOntol_5419
9600	PITPNM1	O00562	SCZ	DisOntol_5419
9947	MAGEC1	O60732	SCZ	DisOntol_5419
4160	MC4R	P32245	BMI	DisOntol_9970
5468	PPARG	P37231	BMI	DisOntol_9970
5443	POMC	P01189	BMI	DisOntol_9970
1363	CPE	P16870	BMI	DisOntol_9970
181	AGRP	O00253	BMI	DisOntol_9970
25970	SH2B1	Q9NRF2	BMI	DisOntol_9970
3952	LEP	P41159	BMI	DisOntol_9970
3953	LEPR	P48357	BMI	DisOntol_9970
5122	PCSK1	P29120	BMI	DisOntol_9970
5167	ENPP1	P22413	BMI	DisOntol_9970
6492	SIM1	P81133	BMI	DisOntol_9970
7352	UCP3	P55916	BMI	DisOntol_9970
8431	NR0B2	Q15466	BMI	DisOntol_9970
585	BBS4	Q96RK4	BMI	DisOntol_9970
8195	MKKS	Q9NPJ1	BMI	DisOntol_9970
582	BBS1	Q8NFJ9	BMI	DisOntol_9970
1268	CNR1	P21554	BMI	DisOntol_9970
1401	CRP	P02741	BMI	DisOntol_9970
2099	ESR1	P03372	BMI	DisOntol_9970
23410	SIRT3	Q9NTG7	BMI	DisOntol_9970
23411	SIRT1	Q96EB6	BMI	DisOntol_9970
3290	HSD11B1	P28845	BMI	DisOntol_9970
3569	IL6	P05231	BMI	DisOntol_9970
3667	IRS1	P35568	BMI	DisOntol_9970
3929	LBP	P18428	BMI	DisOntol_9970
4023	LPL	P06858	BMI	DisOntol_9970
6347	CCL2	P13500	BMI	DisOntol_9970
9370	ADIPOQ	Q15848	BMI	DisOntol_9970
3383	ICAM1	P05362	BMI	DisOntol_9970
1571	CYP2E1	P05181	BMI	DisOntol_9970
2147	F2	P00734	BMI	DisOntol_9970
5367	PMCH	P20382	BMI	DisOntol_9970
2180	ACSL1	P33121	BMI	DisOntol_9970
2309	FOXO3	O43524	BMI	DisOntol_9970
2878	GPX3	P22352	BMI	DisOntol_9970
3099	HK2	P52789	BMI	DisOntol_9970
4889	NPY5R	Q15761	BMI	DisOntol_9970
958	CD40	P25942	BMI	DisOntol_9970
3033	HADH	Q16836	BMI	DisOntol_9970
154	ADRB2	P07550	BMI	DisOntol_9970
155	ADRB3	P13945	BMI	DisOntol_9970
2752	GLUL	P15104	BMI	DisOntol_9970
348	APOE	P02649	BMI	DisOntol_9970
3630	INS	P01308	BMI	DisOntol_9970
4886	NPY1R	P25929	BMI	DisOntol_9970
51738	GHRL	Q9UBU3	BMI	DisOntol_9970
56623	INPP5E	Q9NRR6	BMI	DisOntol_9970
7018	TF	P02787	BMI	DisOntol_9970
79068	FTO	Q9C0B1	BMI	DisOntol_9970
79661	NEIL1	Q96FI4	BMI	DisOntol_9970
9607	CARTPT	Q16568	BMI	DisOntol_9970
109	ADCY3	O60266	BMI	DisOntol_9970
2778	GNAS	O95467;P63092;P84996;Q5JWF2	BMI	DisOntol_9970
4864	NPC1	O15118	BMI	DisOntol_9970
5573	PRKAR1A	P10644	BMI	DisOntol_9970
196	AHR	P35869	BMI	DisOntol_9970
10806	SDCCAG8	Q86SQ7	BMI	DisOntol_9970
23040	MYT1L	Q9UL68	BMI	DisOntol_9970
4915	NTRK2	Q16620	BMI	DisOntol_9970
9672	SDC3	O75056	BMI	DisOntol_9970
3778	KCNMA1	Q12791	BMI	DisOntol_9970
10743	RAI1	Q7Z5J4	BMI	DisOntol_9970
112609	MRAP2	Q96G30	BMI	DisOntol_9970
27241	BBS9	Q3SYG4	BMI	DisOntol_9970
583	BBS2	Q9BXC9	BMI	DisOntol_9970
157680	VPS13B	Q7Z7G8	BMI	DisOntol_9970
27125	AFF4	Q9UHB7	BMI	DisOntol_9970
3215	HOXB5	P09067	BMI	DisOntol_9970
55690	PACS1	Q6VY07	BMI	DisOntol_9970
79738	BBS10	Q8TAM1	BMI	DisOntol_9970
84295	PHF6	Q8IWS0	BMI	DisOntol_9970
10135	NAMPT	P43490	BMI	DisOntol_9970
123016	TTC8	Q8TAM2	BMI	DisOntol_9970
129787	TMEM18	Q96B42	BMI	DisOntol_9970
129880	BBS5	Q8N3I7	BMI	DisOntol_9970
132789	GNPDA2	Q8TDQ7	BMI	DisOntol_9970
166379	BBS12	Q6ZW61	BMI	DisOntol_9970
1806	DPYD	Q12882	BMI	DisOntol_9970
196475	RMST		BMI	DisOntol_9970
207	AKT1	P31749	BMI	DisOntol_9970
2166	FAAH	O00519	BMI	DisOntol_9970
2194	FASN	P49327	BMI	DisOntol_9970
257194	NEGR1	Q7Z3B1	BMI	DisOntol_9970
26291	FGF21	Q9NSA1	BMI	DisOntol_9970
2641	GCG	P01275	BMI	DisOntol_9970
2688	GH1	P01241	BMI	DisOntol_9970
2784	GNB3	P16520	BMI	DisOntol_9970
3358	HTR2C	P28335	BMI	DisOntol_9970
3481	IGF2	P01344	BMI	DisOntol_9970
364	AQP7	O14520	BMI	DisOntol_9970
3949	LDLR	P01130	BMI	DisOntol_9970
4318	MMP9	P14780	BMI	DisOntol_9970
5054	SERPINE1	P05121	BMI	DisOntol_9970
51129	ANGPTL4	Q9BY76	BMI	DisOntol_9970
5346	PLIN1	O60240	BMI	DisOntol_9970
5465	PPARA	Q07869	BMI	DisOntol_9970
5467	PPARD	Q03181	BMI	DisOntol_9970
54903	MKS1	Q9NXB0	BMI	DisOntol_9970
55212	BBS7	Q8IWZ6	BMI	DisOntol_9970
5583	PRKCH	P24723	BMI	DisOntol_9970
5697	PYY	P10082	BMI	DisOntol_9970
5770	PTPN1	P18031	BMI	DisOntol_9970
7124	TNF	P01375	BMI	DisOntol_9970
7350	UCP1	P25874	BMI	DisOntol_9970
7351	UCP2	P55851	BMI	DisOntol_9970
84100	ARL6	Q9H0F7	BMI	DisOntol_9970
23216	TBC1D1	Q86TI0	BMI	DisOntol_9970
3356	HTR2A	P28223	BMI	DisOntol_9970
590	BCHE	P06276	BMI	DisOntol_9970
79047	KCTD15	Q96SI1	BMI	DisOntol_9970
3309	HSPA5	P11021	BMI	DisOntol_9970
406991	MIR21		BMI	DisOntol_9970
1149	CIDEA	O60543	BMI	DisOntol_9970
133522	PPARGC1B	Q86YN6	BMI	DisOntol_9970
153	ADRB1	P08588	BMI	DisOntol_9970
23788	MTCH2	Q9Y6C9	BMI	DisOntol_9970
5743	PTGS2	P35354	BMI	DisOntol_9970
6720	SREBF1	P36956	BMI	DisOntol_9970
6303	SAT1	P21673	BMI	DisOntol_9970
7133	TNFRSF1B	P20333	BMI	DisOntol_9970
9970	NR1I3	Q14994	BMI	DisOntol_9970
1520	CTSS	P25774	BMI	DisOntol_9970
1545	CYP1B1	Q16678	BMI	DisOntol_9970
3162	HMOX1	P09601	BMI	DisOntol_9970
407040	MIR34A		BMI	DisOntol_9970
412	STS	P08842	BMI	DisOntol_9970
6647	SOD1	P00441	BMI	DisOntol_9970
7442	TRPV1	Q8NER1	BMI	DisOntol_9970
8856	NR1I2	O75469	BMI	DisOntol_9970
9332	CD163	Q86VB7	BMI	DisOntol_9970
968	CD68	P34810	BMI	DisOntol_9970
1066	CES1	P23141	BMI	DisOntol_9970
283455	KSR2	Q6VAB6	BMI	DisOntol_9970
32	ACACB	O00763	BMI	DisOntol_9970
3485	IGFBP2	P18065	BMI	DisOntol_9970
4808	NHLH2	Q02577	BMI	DisOntol_9970
6648	SOD2	P04179	BMI	DisOntol_9970
1489	CTF1	Q16619	BMI	DisOntol_9970
4968	OGG1	O15527	BMI	DisOntol_9970
5105	PCK1	P35558	BMI	DisOntol_9970
10411	RAPGEF3	O95398	BMI	DisOntol_9970
2876	GPX1	P07203	BMI	DisOntol_9970
3684	ITGAM	P11215	BMI	DisOntol_9970
43	ACHE	P22303	BMI	DisOntol_9970
6580	SLC22A1	O15245	BMI	DisOntol_9970
7436	VLDLR	P98155	BMI	DisOntol_9970
1050	CEBPA	P49715	BMI	DisOntol_9970
125	ADH1B	P00325	BMI	DisOntol_9970
142	PARP1	P09874	BMI	DisOntol_9970
1431	CS	O75390	BMI	DisOntol_9970
1649	DDIT3	P35638	BMI	DisOntol_9970
169841	ZNF169	Q14929	BMI	DisOntol_9970
2215	FCGR3B	O75015	BMI	DisOntol_9970
2512	FTL	P02792	BMI	DisOntol_9970
3620	IDO1	P14902	BMI	DisOntol_9970
406920	MIR130B		BMI	DisOntol_9970
4360	MRC1	P22897	BMI	DisOntol_9970
5209	PFKFB3	Q16875	BMI	DisOntol_9970
5577	PRKAR2B	P31323	BMI	DisOntol_9970
7037	TFRC	P02786	BMI	DisOntol_9970
761	CA3	P07451	BMI	DisOntol_9970
8644	AKR1C3	P42330	BMI	DisOntol_9970
10840	ALDH1L1	O75891	BMI	DisOntol_9970
114294	LACTB	P83111	BMI	DisOntol_9970
1350	COX7C	P15954	BMI	DisOntol_9970
1361	CPB2	Q96IY4	BMI	DisOntol_9970
147495	APCDD1	Q8J025	BMI	DisOntol_9970
151742	PPM1L	Q5SGD2	BMI	DisOntol_9970
1528	CYB5A	P00167	BMI	DisOntol_9970
1728	NQO1	P15559	BMI	DisOntol_9970
1892	ECHS1	P30084	BMI	DisOntol_9970
1947	EFNB1	P98172	BMI	DisOntol_9970
2033	EP300	Q09472	BMI	DisOntol_9970
2110	ETFDH	Q16134	BMI	DisOntol_9970
23011	RAB21	Q9UL25	BMI	DisOntol_9970
23217	ZFR2	Q9UPR6	BMI	DisOntol_9970
2673	GFPT1	Q06210	BMI	DisOntol_9970
3148	HMGB2	P26583	BMI	DisOntol_9970
34	ACADM	P11310	BMI	DisOntol_9970
406919	MIR130A		BMI	DisOntol_9970
406960	MIR184		BMI	DisOntol_9970
4199	ME1	P48163	BMI	DisOntol_9970
4329	ALDH6A1	Q02252	BMI	DisOntol_9970
4594	MMUT	P22033	BMI	DisOntol_9970
463	ZFHX3	Q15911;Q6ZP98	BMI	DisOntol_9970
47	ACLY	P53396	BMI	DisOntol_9970
51043	ZBTB7B	O15156	BMI	DisOntol_9970
51181	DCXR	Q7Z4W1	BMI	DisOntol_9970
54	ACP5	P13686	BMI	DisOntol_9970
54205	CYCS	P99999	BMI	DisOntol_9970
55277	FGGY	Q96C11	BMI	DisOntol_9970
56603	CYP26B1	Q9NR63	BMI	DisOntol_9970
64756	ATPAF1	Q5TC12	BMI	DisOntol_9970
6581	SLC22A3	O75751	BMI	DisOntol_9970
6582	SLC22A2	O15244	BMI	DisOntol_9970
7385	UQCRC2	P22695	BMI	DisOntol_9970
8165	AKAP1	Q92667	BMI	DisOntol_9970
834	CASP1	P29466	BMI	DisOntol_9970
8522	GAS7	O60861	BMI	DisOntol_9970
8800	PEX11A	O75192	BMI	DisOntol_9970
8801	SUCLG2	Q96I99	BMI	DisOntol_9970
8803	SUCLA2	Q9P2R7	BMI	DisOntol_9970
89780	WNT3A	P56704	BMI	DisOntol_9970
9194	SLC16A7	O60669	BMI	DisOntol_9970
955	ENTPD6	O75354	BMI	DisOntol_9970
1066	CES1	P23141	OUD	DisOntol_11206
168667	BMPER	Q8N8U9	OUD	DisOntol_11206
23508	TTC9	Q92623	OUD	DisOntol_11206
5179	PENK	P01210	OUD	DisOntol_11206
735	C9	P02748	OUD	DisOntol_11206
89795	NAV3	Q8IVL0	OUD	DisOntol_11206
1066	CES1	P23141	OUD	DisOntol_11206
168667	BMPER	Q8N8U9	OUD	DisOntol_11206
23508	TTC9	Q92623	OUD	DisOntol_11206
5179	PENK	P01210	OUD	DisOntol_11206
735	C9	P02748	OUD	DisOntol_11206
89795	NAV3	Q8IVL0	OUD	DisOntol_11206
1312	COMT	P21964	Panic	DisOntol_594
887	CCKBR	P32239	Panic	DisOntol_594
135	ADORA2A	P29274	Panic	DisOntol_594
150	ADRA2A	P08913	Panic	DisOntol_594
135	ADORA2A	P29274	Panic	DisOntol_594
3630	INS	P01308	Panic	DisOntol_594
1312	COMT	P21964	Panic	DisOntol_594
150	ADRA2A	P08913	Panic	DisOntol_594
3630	INS	P01308	Panic	DisOntol_594
887	CCKBR	P32239	Panic	DisOntol_594
6532	SLC6A4	P31645	OCD	DisOntol_10933
3356	HTR2A	P28223	OCD	DisOntol_10933
26050	SLITRK5	O94991	OCD	DisOntol_10933
3218	HOXB8	P17481	OCD	DisOntol_10933
3352	HTR1D	P28221	OCD	DisOntol_10933
887	CCKBR	P32239	OCD	DisOntol_10933
114798	SLITRK1	Q96PX8	TS	DisOntol_11119
3067	HDC	P19113	TS	DisOntol_11119
1814	DRD3	P35462	TS	DisOntol_11119
1106	CHD2	O14647	TS	DisOntol_11119
6532	SLC6A4	P31645	GAD	DisOntol_14320
1813	DRD2	P14416	GAD	DisOntol_14320
5066	PAM	P19021	GAD	DisOntol_14320
6532	SLC6A4	P31645	GAD	DisOntol_14320
7124	TNF	P01375	GAD	DisOntol_14320
10743	RAI1	Q7Z5J4	GAD	DisOntol_14320
1138	CHRNA5	P30532	GAD	DisOntol_14320
1141	CHRNB2	P17787	GAD	DisOntol_14320
1268	CNR1	P21554	GAD	DisOntol_14320
135	ADORA2A	P29274	GAD	DisOntol_14320
1392	CRH	P06850	GAD	DisOntol_14320
1394	CRHR1	P34998	GAD	DisOntol_14320
1395	CRHR2	Q13324	GAD	DisOntol_14320
1401	CRP	P02741	GAD	DisOntol_14320
1786	DNMT1	P26358	GAD	DisOntol_14320
2332	FMR1	Q06787	GAD	DisOntol_14320
2353	FOS	P01100	GAD	DisOntol_14320
2555	GABRA2	P47869	GAD	DisOntol_14320
27185	DISC1	Q9NRI5	GAD	DisOntol_14320
2739	GLO1	Q04760	GAD	DisOntol_14320
2782	GNB1	P62873	GAD	DisOntol_14320
2918	GRM8	O00222	GAD	DisOntol_14320
3363	HTR7	P34969	GAD	DisOntol_14320
