gene_id	chr
ENSG00000069974	chr15
ENSG00000069998	chr22
ENSG00000070010	chr22
ENSG00000070018	chr12
ENSG00000070019	chr12
ENSG00000070031	chr11
ENSG00000070047	chr11
ENSG00000070061	chr9
ENSG00000070081	chr11
ENSG00000070087	chr3
ENSG00000070159	chr9
ENSG00000070182	chr14
ENSG00000070190	chr4
ENSG00000070193	chr5
ENSG00000070214	chr9
ENSG00000070269	chr14
ENSG00000070366	chr17
ENSG00000070367	chr14
ENSG00000070371	chr22
ENSG00000070388	chr19
ENSG00000070404	chr19
ENSG00000070413	chr22
ENSG00000070423	chr19
ENSG00000070444	chr17
ENSG00000070476	chr3
ENSG00000070495	chr17
ENSG00000070501	chr8
ENSG00000070526	chr17
ENSG00000070540	chr17
ENSG00000070601	chr9
ENSG00000070610	chr9
ENSG00000070614	chr5
ENSG00000070669	chr7
ENSG00000070718	chr8
ENSG00000070729	chr16
ENSG00000070731	chr17
ENSG00000070748	chr10
ENSG00000070756	chr8
ENSG00000070759	chr1
ENSG00000070761	chr16
ENSG00000070770	chr16
ENSG00000070778	chr14
ENSG00000070785	chr1
ENSG00000070808	chr5
ENSG00000070814	chr5
ENSG00000070831	chr1
ENSG00000070882	chr7
ENSG00000070886	chr1
ENSG00000070915	chr16
ENSG00000070950	chr3
ENSG00000070961	chr12
ENSG00000070985	chr11
ENSG00000071051	chr2
ENSG00000071054	chr2
ENSG00000071073	chr2
ENSG00000071082	chr2
ENSG00000071127	chr4
ENSG00000071189	chr7
ENSG00000071203	chr11
ENSG00000071205	chr4
ENSG00000071242	chr6
ENSG00000071243	chr7
ENSG00000071246	chr14
ENSG00000071282	chr3
ENSG00000071462	chr7
ENSG00000071537	chr14
ENSG00000071539	chr5
ENSG00000071553	chrX
ENSG00000071564	chr19
ENSG00000071575	chr2
ENSG00000071626	chr19
ENSG00000071655	chr19
ENSG00000071677	chr2
ENSG00000071794	chr3
ENSG00000071859	chrX
ENSG00000071889	chrX
ENSG00000071894	chr8
ENSG00000071909	chr2
ENSG00000071967	chr2
ENSG00000071991	chr18
ENSG00000071994	chr6
ENSG00000072041	chr12
ENSG00000072042	chr14
ENSG00000072062	chr19
ENSG00000072071	chr19
ENSG00000072080	chr2
ENSG00000072110	chr14
ENSG00000072121	chr14
ENSG00000072133	chrX
ENSG00000072134	chr17
ENSG00000072135	chr2
ENSG00000072163	chr2
ENSG00000072182	chr2
ENSG00000072195	chr2
ENSG00000072201	chr4
ENSG00000072210	chr17
ENSG00000072274	chr3
ENSG00000072310	chr17
ENSG00000072315	chrX
ENSG00000072364	chr5
ENSG00000072401	chr10
ENSG00000072415	chr14
ENSG00000072422	chr10
ENSG00000072501	chrX
ENSG00000072506	chrX
ENSG00000072518	chr11
ENSG00000072571	chr5
ENSG00000072609	chr12
ENSG00000072657	chr12
ENSG00000072682	chr5
ENSG00000072694	chr1
ENSG00000072736	chr16
ENSG00000072756	chr3
ENSG00000072778	chr17
ENSG00000072786	chr5
ENSG00000072803	chr5
ENSG00000072818	chr17
ENSG00000072832	chr4
ENSG00000072840	chr4
ENSG00000072849	chr17
ENSG00000072858	chr3
ENSG00000072864	chr16
ENSG00000072952	chr11
ENSG00000072954	chr19
ENSG00000072958	chr19
ENSG00000073008	chr19
ENSG00000073050	chr19
ENSG00000073060	chr12
ENSG00000073067	chr7
ENSG00000073111	chr3
ENSG00000073146	chr22
ENSG00000073150	chr22
ENSG00000073169	chr22
ENSG00000073282	chr3
ENSG00000073331	chr4
ENSG00000073350	chr17
ENSG00000073417	chr15
ENSG00000073464	chrX
ENSG00000073536	chr17
ENSG00000073578	chr5
ENSG00000073584	chr17
ENSG00000073598	chr17
ENSG00000073605	chr17
ENSG00000073614	chr12
ENSG00000073670	chr17
ENSG00000073711	chr3
ENSG00000073712	chr14
ENSG00000073734	chr2
ENSG00000073737	chr2
ENSG00000073754	chr1
ENSG00000073756	chr1
ENSG00000073792	chr3
ENSG00000073803	chr3
ENSG00000073849	chr3
ENSG00000073861	chr17
ENSG00000073910	chr13
ENSG00000073921	chr11
ENSG00000073969	chr17
ENSG00000074047	chr2
ENSG00000074054	chr2
ENSG00000074071	chr16
ENSG00000074181	chr19
ENSG00000074201	chr11
ENSG00000074211	chr4
ENSG00000074219	chr19
ENSG00000074266	chr11
ENSG00000074276	chr5
ENSG00000074317	chr5
ENSG00000074319	chr11
ENSG00000074356	chr17
ENSG00000074370	chr17
ENSG00000074410	chr15
ENSG00000074416	chr3
ENSG00000074527	chr12
ENSG00000074582	chr2
ENSG00000074590	chr12
ENSG00000074603	chr15
ENSG00000074621	chr15
ENSG00000074657	chr18
ENSG00000074660	chr17
ENSG00000074695	chr18
ENSG00000074696	chr15
ENSG00000074706	chr6
ENSG00000074755	chr17
ENSG00000074771	chr6
ENSG00000074800	chr1
ENSG00000074803	chr15
ENSG00000074842	chr19
ENSG00000074855	chr19
ENSG00000074935	chr6
ENSG00000074964	chr1
ENSG00000074966	chr4
ENSG00000075035	chr12
ENSG00000075043	chr20
ENSG00000075073	chr10
ENSG00000075089	chr12
ENSG00000075131	chr15
ENSG00000075142	chr7
ENSG00000075151	chr1
ENSG00000075188	chr12
ENSG00000075213	chr7
ENSG00000075218	chr22
ENSG00000075223	chr7
ENSG00000075234	chr22
ENSG00000075239	chr11
ENSG00000075240	chr22
ENSG00000075275	chr22
ENSG00000075290	chr10
ENSG00000075292	chr2
ENSG00000075303	chr7
ENSG00000075336	chr18
ENSG00000075340	chr2
ENSG00000075388	chr11
ENSG00000075391	chr1
ENSG00000075399	chr16
ENSG00000075407	chr10
ENSG00000075413	chr14
ENSG00000075415	chr12
ENSG00000075420	chr3
ENSG00000075426	chr2
ENSG00000075429	chr17
ENSG00000075461	chr17
ENSG00000075539	chr4
ENSG00000075568	chr2
ENSG00000075618	chr7
ENSG00000075624	chr7
ENSG00000075643	chr18
ENSG00000075651	chr3
ENSG00000075673	chr13
ENSG00000075702	chr19
ENSG00000075711	chr3
ENSG00000075785	chr3
ENSG00000075790	chr7
ENSG00000075826	chr10
ENSG00000075856	chr12
ENSG00000075884	chr2
ENSG00000075886	chr2
ENSG00000075891	chr10
ENSG00000075914	chr3
ENSG00000075945	chr1
ENSG00000075975	chr3
ENSG00000076003	chr2
ENSG00000076043	chr11
ENSG00000076053	chr11
ENSG00000076067	chr12
ENSG00000076108	chr12
ENSG00000076201	chr3
ENSG00000076242	chr3
ENSG00000076248	chr12
ENSG00000076258	chr1
ENSG00000076321	chr1
ENSG00000076344	chr16
ENSG00000076351	chr17
ENSG00000076356	chr1
ENSG00000076382	chr17
ENSG00000076513	chr12
ENSG00000076554	chr8
ENSG00000076555	chr12
ENSG00000076604	chr17
ENSG00000076641	chr8
ENSG00000076650	chr19
ENSG00000076662	chr19
ENSG00000076685	chr10
ENSG00000076706	chr11
ENSG00000076716	chrX
ENSG00000076770	chrX
ENSG00000076826	chr19
ENSG00000076864	chr1
ENSG00000076924	chr19
ENSG00000076928	chr19
ENSG00000076944	chr19
ENSG00000076984	chr19
ENSG00000077009	chr19
ENSG00000077044	chr2
ENSG00000077063	chr7
ENSG00000077080	chr7
ENSG00000077092	chr3
ENSG00000077097	chr3
ENSG00000077147	chr10
ENSG00000077150	chr10
ENSG00000077152	chr1
ENSG00000077157	chr1
ENSG00000077232	chr2
ENSG00000077235	chr16
ENSG00000077238	chr16
ENSG00000077254	chr1
ENSG00000077264	chrX
ENSG00000077274	chrX
ENSG00000077279	chrX
ENSG00000077312	chr19
ENSG00000077327	chr10
ENSG00000077348	chr19
ENSG00000077380	chr2
ENSG00000077420	chr10
ENSG00000077454	chr7
ENSG00000077458	chr11
ENSG00000077463	chr19
ENSG00000077498	chr11
ENSG00000077514	chr11
ENSG00000077522	chr1
ENSG00000077549	chr1
ENSG00000077585	chr1
ENSG00000077616	chr11
ENSG00000077684	chr4
ENSG00000077713	chrX
ENSG00000077721	chrX
ENSG00000077782	chr8
ENSG00000077800	chr7
ENSG00000077935	chr22
ENSG00000077942	chr22
ENSG00000077943	chr10
ENSG00000077984	chr20
ENSG00000078018	chr2
ENSG00000078043	chr18
ENSG00000078053	chr7
ENSG00000078061	chrX
ENSG00000078070	chr3
ENSG00000078081	chr3
ENSG00000078098	chr2
ENSG00000078114	chr10
ENSG00000078124	chr11
ENSG00000078140	chr4
ENSG00000078142	chr18
ENSG00000078177	chr4
ENSG00000078237	chr12
ENSG00000078246	chr12
ENSG00000078269	chr6
ENSG00000078295	chr5
ENSG00000078304	chr14
ENSG00000078328	chr16
ENSG00000078369	chr1
ENSG00000078399	chr7
ENSG00000078401	chr6
ENSG00000078403	chr10
ENSG00000078487	chr7
ENSG00000078549	chr7
ENSG00000078579	chr8
ENSG00000078589	chrX
ENSG00000078596	chrX
ENSG00000078618	chr1
ENSG00000078668	chr8
ENSG00000078674	chr8
ENSG00000078687	chr17
ENSG00000078699	chr20
ENSG00000078725	chr9
ENSG00000078747	chr20
ENSG00000078795	chr5
ENSG00000078804	chr20
ENSG00000078808	chr1
ENSG00000078814	chr20
ENSG00000078898	chr20
ENSG00000078900	chr1
ENSG00000078902	chr11
ENSG00000078967	chr7
ENSG00000079101	chr18
ENSG00000079102	chr8
ENSG00000079112	chr8
ENSG00000079134	chr18
ENSG00000079150	chr2
ENSG00000079156	chr2
ENSG00000079215	chr5
ENSG00000079246	chr2
ENSG00000079257	chr3
ENSG00000079263	chr2
ENSG00000079277	chr1
ENSG00000079308	chr2
ENSG00000079313	chr19
ENSG00000079332	chr10
ENSG00000079335	chr1
ENSG00000079337	chr12
ENSG00000079385	chr19
ENSG00000079387	chr12
ENSG00000079393	chr10
ENSG00000079432	chr19
ENSG00000079435	chr19
ENSG00000079459	chr8
ENSG00000079462	chr19
ENSG00000079482	chrX
ENSG00000079557	chr4
ENSG00000079616	chr16
ENSG00000079689	chr6
ENSG00000079691	chr6
ENSG00000079739	chr1
ENSG00000079785	chr2
ENSG00000079805	chr19
ENSG00000079819	chr6
ENSG00000079841	chr6
ENSG00000079931	chr6
ENSG00000079950	chr6
ENSG00000079974	chr22
ENSG00000079999	chr19
ENSG00000080007	chr6
ENSG00000080031	chr19
ENSG00000080166	chr13
ENSG00000080189	chr20
ENSG00000080200	chr3
ENSG00000080224	chr3
ENSG00000080293	chr2
ENSG00000080298	chr9
ENSG00000080345	chr2
ENSG00000080371	chr12
ENSG00000080493	chr4
ENSG00000080503	chr9
ENSG00000080511	chr19
ENSG00000080546	chr6
ENSG00000080561	chrX
ENSG00000080572	chrX
ENSG00000080573	chr19
ENSG00000080603	chr16
ENSG00000080608	chr9
ENSG00000080618	chr13
ENSG00000080644	chr15
ENSG00000080709	chr5
ENSG00000080802	chr7
ENSG00000080815	chr14
ENSG00000080819	chr3
ENSG00000080822	chr3
ENSG00000080823	chr14
ENSG00000080824	chr14
ENSG00000080839	chr20
ENSG00000080845	chr20
ENSG00000080854	chr11
ENSG00000080986	chr18
ENSG00000081014	chr15
ENSG00000081019	chr1
ENSG00000081026	chr1
ENSG00000081041	chr4
ENSG00000081051	chr4
ENSG00000081052	chr2
ENSG00000081059	chr5
ENSG00000081087	chr6
ENSG00000081138	chr18
ENSG00000081148	chr3
ENSG00000081154	chr3
ENSG00000081177	chr14
ENSG00000081181	chr14
ENSG00000081189	chr5
ENSG00000081237	chr1
ENSG00000081248	chr1
ENSG00000081277	chr1
ENSG00000081307	chr3
ENSG00000081320	chr2
ENSG00000081377	chr9
ENSG00000081386	chr9
ENSG00000081479	chr2
ENSG00000081665	chr19
ENSG00000081692	chr1
ENSG00000081721	chr1
ENSG00000081760	chr12
ENSG00000081791	chr5
ENSG00000081800	chr7
ENSG00000081803	chr7
ENSG00000081818	chr5
ENSG00000081842	chr5
ENSG00000081853	chr5
ENSG00000081870	chr1
ENSG00000081913	chr18
ENSG00000081923	chr18
ENSG00000081985	chr1
ENSG00000082014	chr7
ENSG00000082068	chr5
ENSG00000082074	chr5
ENSG00000082126	chr2
ENSG00000082146	chr2
ENSG00000082153	chr2
ENSG00000082175	chr11
ENSG00000082196	chr5
ENSG00000082212	chr18
ENSG00000082213	chr5
ENSG00000082258	chr2
ENSG00000082269	chr6
ENSG00000082293	chr6
ENSG00000082397	chr18
ENSG00000082438	chr2
ENSG00000082458	chrX
ENSG00000082482	chr1
ENSG00000082497	chr1
ENSG00000082512	chr1
ENSG00000082515	chr5
ENSG00000082516	chr5
ENSG00000082556	chr8
ENSG00000082641	chr17
ENSG00000082684	chr3
ENSG00000082701	chr3
ENSG00000082781	chr3
ENSG00000082805	chr12
ENSG00000082898	chr2
ENSG00000082929	chr4
ENSG00000082996	chr3
ENSG00000083067	chr9
ENSG00000083093	chr16
ENSG00000083097	chr6
ENSG00000083099	chr6
ENSG00000083123	chr6
ENSG00000083168	chr8
ENSG00000083223	chr9
ENSG00000083290	chr17
ENSG00000083307	chr8
ENSG00000083312	chr5
ENSG00000083444	chr1
ENSG00000083454	chr17
ENSG00000083457	chr17
ENSG00000083520	chr13
ENSG00000083535	chr13
ENSG00000083544	chr13
ENSG00000083622	chr7
ENSG00000083635	chr13
ENSG00000083642	chr13
ENSG00000083720	chr5
ENSG00000083750	chrX
ENSG00000083782	chr12
ENSG00000083799	chr16
ENSG00000083807	chr19
ENSG00000083812	chr19
ENSG00000083814	chr19
ENSG00000083817	chr19
ENSG00000083828	chr19
ENSG00000083838	chr19
ENSG00000083844	chr19
ENSG00000083845	chr19
ENSG00000083857	chr4
ENSG00000083896	chr4
ENSG00000083937	chr3
ENSG00000084070	chr1
ENSG00000084072	chr1
ENSG00000084073	chr1
ENSG00000084090	chr2
ENSG00000084092	chr4
ENSG00000084093	chr4
ENSG00000084110	chr12
ENSG00000084112	chr12
ENSG00000084207	chr11
ENSG00000084234	chr11
ENSG00000084444	chr12
ENSG00000084453	chr12
ENSG00000084463	chr12
ENSG00000084623	chr1
ENSG00000084628	chr1
ENSG00000084636	chr1
ENSG00000084652	chr1
ENSG00000084674	chr2
ENSG00000084676	chr2
ENSG00000084693	chr2
ENSG00000084710	chr2
ENSG00000084731	chr2
ENSG00000084733	chr2
ENSG00000084734	chr2
ENSG00000084754	chr2
ENSG00000084764	chr2
ENSG00000084774	chr2
ENSG00000085063	chr11
ENSG00000085117	chr11
ENSG00000085185	chrX
ENSG00000085224	chrX
ENSG00000085231	chr5
ENSG00000085265	chr9
ENSG00000085274	chr3
ENSG00000085276	chr3
ENSG00000085365	chr5
ENSG00000085377	chr6
ENSG00000085382	chr6
ENSG00000085415	chr18
ENSG00000085433	chr1
ENSG00000085449	chr2
ENSG00000085465	chr1
ENSG00000085491	chr1
ENSG00000085511	chr6
ENSG00000085514	chr7
ENSG00000085552	chr1
ENSG00000085563	chr7
ENSG00000085644	chr16
ENSG00000085662	chr7
ENSG00000085719	chr8
ENSG00000085721	chr16
ENSG00000085733	chr11
ENSG00000085741	chr11
ENSG00000085760	chr2
ENSG00000085788	chr8
ENSG00000085831	chr1
ENSG00000085832	chr1
ENSG00000085840	chr1
ENSG00000085871	chr4
ENSG00000085872	chr19
ENSG00000085978	chr2
ENSG00000085982	chr2
ENSG00000085998	chr1
ENSG00000085999	chr1
ENSG00000086015	chr1
ENSG00000086061	chr9
ENSG00000086062	chr9
ENSG00000086065	chr9
ENSG00000086102	chr9
ENSG00000086159	chr12
ENSG00000086189	chr5
ENSG00000086200	chr5
ENSG00000086205	chr11
ENSG00000086232	chr7
ENSG00000086288	chr7
ENSG00000086289	chr7
ENSG00000086300	chr7
ENSG00000086475	chr10
ENSG00000086504	chr16
ENSG00000086506	chr16
ENSG00000086544	chr19
ENSG00000086548	chr19
ENSG00000086570	chr5
ENSG00000086589	chr5
ENSG00000086598	chr12
ENSG00000086619	chr1
ENSG00000086666	chr15
ENSG00000086696	chr16
ENSG00000086712	chrX
ENSG00000086717	chrX
ENSG00000086730	chr7
ENSG00000086758	chrX
ENSG00000086827	chr11
ENSG00000086848	chr11
ENSG00000086967	chr19
ENSG00000086991	chr11
ENSG00000087008	chr4
ENSG00000087053	chr11
ENSG00000087074	chr19
ENSG00000087076	chr19
ENSG00000087077	chr7
ENSG00000087085	chr7
ENSG00000087086	chr19
ENSG00000087087	chr7
ENSG00000087088	chr19
ENSG00000087095	chr17
ENSG00000087111	chr17
ENSG00000087116	chr5
ENSG00000087152	chr17
ENSG00000087157	chr17
ENSG00000087191	chr17
ENSG00000087206	chr5
ENSG00000087237	chr16
ENSG00000087245	chr16
ENSG00000087250	chr16
ENSG00000087253	chr16
ENSG00000087258	chr16
ENSG00000087263	chr16
ENSG00000087266	chr4
ENSG00000087269	chr4
ENSG00000087274	chr4
ENSG00000087299	chr14
ENSG00000087301	chr14
ENSG00000087302	chr14
ENSG00000087303	chr14
ENSG00000087338	chr2
ENSG00000087365	chr11
ENSG00000087448	chr12
ENSG00000087460	chr20
ENSG00000087470	chr12
ENSG00000087494	chr12
ENSG00000087495	chr20
ENSG00000087502	chr12
ENSG00000087510	chr20
ENSG00000087586	chr20
ENSG00000087589	chr20
ENSG00000087842	chrX
ENSG00000087884	chr11
ENSG00000087903	chr19
ENSG00000087995	chr17
ENSG00000088002	chr19
ENSG00000088035	chr1
ENSG00000088038	chr19
ENSG00000088053	chr19
ENSG00000088179	chr2
ENSG00000088205	chr2
ENSG00000088247	chr19
ENSG00000088256	chr19
ENSG00000088280	chr1
ENSG00000088298	chr20
ENSG00000088305	chr20
ENSG00000088320	chr20
ENSG00000088325	chr20
ENSG00000088356	chr20
ENSG00000088367	chr20
ENSG00000088386	chr13
ENSG00000088387	chr13
ENSG00000088448	chr13
ENSG00000088451	chr13
ENSG00000088538	chr3
ENSG00000088543	chr3
ENSG00000088682	chr16
ENSG00000088726	chr3
ENSG00000088727	chr3
ENSG00000088756	chr18
ENSG00000088766	chr20
ENSG00000088808	chr14
ENSG00000088812	chr20
ENSG00000088826	chr20
ENSG00000088827	chr20
ENSG00000088832	chr20
ENSG00000088833	chr20
ENSG00000088836	chr20
ENSG00000088854	chr20
ENSG00000088876	chr20
ENSG00000088881	chr20
ENSG00000088882	chr20
ENSG00000088888	chr20
ENSG00000088899	chr20
ENSG00000088926	chr4
ENSG00000088930	chr20
ENSG00000088970	chr20
ENSG00000088986	chr12
ENSG00000088992	chr12
ENSG00000089006	chr20
ENSG00000089009	chr12
ENSG00000089012	chr20
ENSG00000089022	chr12
ENSG00000089041	chr12
ENSG00000089048	chr20
ENSG00000089050	chr20
ENSG00000089053	chr12
ENSG00000089057	chr20
ENSG00000089060	chr12
ENSG00000089063	chr20
ENSG00000089091	chr20
ENSG00000089094	chr12
ENSG00000089101	chr20
ENSG00000089116	chr12
ENSG00000089123	chr20
ENSG00000089127	chr12
ENSG00000089154	chr12
ENSG00000089157	chr12
ENSG00000089159	chr12
ENSG00000089163	chr12
ENSG00000089169	chr12
ENSG00000089177	chr20
ENSG00000089195	chr20
ENSG00000089199	chr20
ENSG00000089220	chr12
ENSG00000089225	chr12
ENSG00000089234	chr12
ENSG00000089248	chr12
ENSG00000089250	chr12
ENSG00000089280	chr16
ENSG00000089289	chrX
ENSG00000089327	chr19
ENSG00000089335	chr19
ENSG00000089351	chr19
ENSG00000089356	chr19
ENSG00000089472	chrX
ENSG00000089486	chr16
ENSG00000089505	chr16
ENSG00000089558	chr17
ENSG00000089597	chr11
ENSG00000089639	chr19
ENSG00000089682	chrX
ENSG00000089685	chr17
ENSG00000089692	chr12
ENSG00000089693	chr12
ENSG00000089723	chr14
ENSG00000089737	chr14
ENSG00000089775	chr14
ENSG00000089818	chr12
ENSG00000089820	chrX
ENSG00000089847	chr19
ENSG00000089876	chr10
ENSG00000089902	chr14
ENSG00000089916	chr14
ENSG00000090006	chr19
ENSG00000090013	chr19
ENSG00000090020	chr1
ENSG00000090054	chr9
ENSG00000090060	chr14
ENSG00000090061	chr14
ENSG00000090097	chr3
ENSG00000090104	chr1
ENSG00000090238	chr16
ENSG00000090263	chr7
ENSG00000090266	chr7
ENSG00000090273	chr1
ENSG00000090316	chr4
ENSG00000090339	chr19
ENSG00000090372	chr19
ENSG00000090376	chr12
ENSG00000090382	chr12
ENSG00000090402	chr3
ENSG00000090432	chr1
ENSG00000090447	chr16
ENSG00000090470	chr15
ENSG00000090487	chr15
ENSG00000090512	chr3
ENSG00000090520	chr3
ENSG00000090530	chr3
ENSG00000090534	chr3
ENSG00000090539	chr3
ENSG00000090554	chr19
ENSG00000090565	chr16
ENSG00000090581	chr16
ENSG00000090612	chr12
ENSG00000090615	chr12
ENSG00000090621	chr1
ENSG00000090659	chr19
ENSG00000090661	chr19
ENSG00000090674	chr19
ENSG00000090686	chr1
ENSG00000090776	chrX
ENSG00000090857	chr16
ENSG00000090861	chr16
ENSG00000090863	chr16
ENSG00000090889	chrX
ENSG00000090905	chr16
ENSG00000090924	chr19
ENSG00000090932	chr19
ENSG00000090971	chr19
ENSG00000090975	chr12
ENSG00000090989	chr4
ENSG00000091009	chr5
ENSG00000091010	chr5
ENSG00000091039	chr12
ENSG00000091073	chr7
ENSG00000091106	chr2
ENSG00000091127	chr7
ENSG00000091128	chr7
ENSG00000091129	chr7
ENSG00000091136	chr7
ENSG00000091137	chr7
ENSG00000091138	chr7
ENSG00000091140	chr7
ENSG00000091157	chr18
ENSG00000091164	chr18
ENSG00000091181	chr3
ENSG00000091262	chr16
ENSG00000091317	chr3
ENSG00000091409	chr2
ENSG00000091428	chr2
ENSG00000091436	chr2
ENSG00000091482	chrX
ENSG00000091483	chr1
ENSG00000091490	chr4
ENSG00000091513	chr3
ENSG00000091527	chr3
ENSG00000091536	chr17
ENSG00000091542	chr17
ENSG00000091583	chr17
ENSG00000091592	chr17
ENSG00000091622	chr17
ENSG00000091640	chr17
ENSG00000091651	chr16
ENSG00000091656	chr8
ENSG00000091664	chr11
ENSG00000091704	chr7
ENSG00000091732	chr7
ENSG00000091831	chr6
ENSG00000091844	chr6
ENSG00000091879	chr8
ENSG00000091947	chr17
ENSG00000091972	chr3
ENSG00000091986	chr3
ENSG00000092009	chr14
ENSG00000092010	chr14
ENSG00000092020	chr14
ENSG00000092036	chr14
ENSG00000092051	chr14
ENSG00000092054	chr14
ENSG00000092067	chr14
ENSG00000092068	chr14
ENSG00000092094	chr14
ENSG00000092096	chr14
ENSG00000092098	chr14
ENSG00000092108	chr14
ENSG00000092140	chr14
ENSG00000092148	chr14
ENSG00000092199	chr14
ENSG00000092200	chr14
ENSG00000092201	chr14
ENSG00000092203	chr14
ENSG00000092208	chr14
ENSG00000092295	chr14
ENSG00000092330	chr14
ENSG00000092345	chr3
ENSG00000092377	chrY
ENSG00000092421	chr5
ENSG00000092439	chr15
ENSG00000092445	chr15
ENSG00000092470	chr15
ENSG00000092529	chr15
ENSG00000092531	chr15
ENSG00000092607	chr1
ENSG00000092621	chr1
ENSG00000092758	chr20
ENSG00000092820	chr6
ENSG00000092841	chr12
ENSG00000092847	chr1
ENSG00000092850	chr1
ENSG00000092853	chr1
ENSG00000092871	chr17
ENSG00000092929	chr17
ENSG00000092931	chr17
ENSG00000092964	chr8
ENSG00000092969	chr1
ENSG00000092978	chr1
ENSG00000093000	chr22
ENSG00000093009	chr22
ENSG00000093010	chr22
ENSG00000093072	chr22
ENSG00000093134	chr6
ENSG00000093144	chr6
ENSG00000093167	chr3
ENSG00000093183	chr3
ENSG00000093217	chr3
ENSG00000094631	chrX
ENSG00000094661	chr19
ENSG00000094755	chr5
ENSG00000094796	chr17
ENSG00000094804	chr17
ENSG00000094841	chrX
ENSG00000094880	chr5
ENSG00000094914	chr12
ENSG00000094916	chr12
ENSG00000094963	chr1
ENSG00000094975	chr1
ENSG00000095002	chr2
ENSG00000095015	chr5
ENSG00000095059	chr19
ENSG00000095066	chr19
ENSG00000095110	chr11
ENSG00000095139	chr11
ENSG00000095203	chr9
ENSG00000095209	chr9
ENSG00000095261	chr9
ENSG00000095303	chr9
ENSG00000095319	chr9
ENSG00000095321	chr9
ENSG00000095370	chr9
ENSG00000095380	chr9
ENSG00000095383	chr9
ENSG00000095397	chr9
ENSG00000095464	chr10
ENSG00000095485	chr10
ENSG00000095539	chr10
ENSG00000095564	chr10
ENSG00000095574	chr10
ENSG00000095585	chr10
ENSG00000095587	chr10
ENSG00000095596	chr10
ENSG00000095627	chr10
ENSG00000095637	chr10
ENSG00000095713	chr10
ENSG00000095739	chr10
ENSG00000095752	chr19
ENSG00000095777	chr10
ENSG00000095787	chr10
ENSG00000095794	chr10
ENSG00000095906	chr16
ENSG00000095917	chr16
ENSG00000095932	chr19
ENSG00000095951	chr6
ENSG00000095970	chr6
ENSG00000095981	chr6
ENSG00000096006	chr6
ENSG00000096060	chr6
ENSG00000096063	chr6
ENSG00000096070	chr6
ENSG00000096080	chr6
ENSG00000096088	chr6
ENSG00000096092	chr6
ENSG00000096093	chr6
ENSG00000096264	chr6
ENSG00000096384	chr6
ENSG00000096395	chr6
ENSG00000096401	chr6
ENSG00000096433	chr6
ENSG00000096654	chr6
ENSG00000096696	chr6
ENSG00000096717	chr10
ENSG00000096746	chr10
ENSG00000096872	chr9
ENSG00000096968	chr9
ENSG00000096996	chr19
ENSG00000097007	chr9
ENSG00000097021	chr1
ENSG00000097033	chr1
ENSG00000097046	chr1
ENSG00000097096	chr1
ENSG00000099139	chr9
ENSG00000099194	chr10
ENSG00000099203	chr19
ENSG00000099204	chr10
ENSG00000099219	chr9
ENSG00000099246	chr10
ENSG00000099250	chr10
ENSG00000099256	chr10
ENSG00000099260	chr1
ENSG00000099282	chr10
ENSG00000099284	chr10
ENSG00000099290	chr10
ENSG00000099308	chr19
ENSG00000099326	chr19
ENSG00000099330	chr19
ENSG00000099331	chr19
ENSG00000099337	chr19
ENSG00000099338	chr19
ENSG00000099341	chr19
ENSG00000099364	chr16
ENSG00000099365	chr16
ENSG00000099377	chr16
ENSG00000099381	chr16
ENSG00000099385	chr16
ENSG00000099617	chr19
ENSG00000099622	chr19
ENSG00000099624	chr19
ENSG00000099625	chr19
ENSG00000099715	chrY
ENSG00000099721	chrY
ENSG00000099725	chrY
ENSG00000099769	chr16
ENSG00000099783	chr19
ENSG00000099785	chr19
ENSG00000099795	chr19
ENSG00000099797	chr19
ENSG00000099800	chr19
ENSG00000099804	chr19
ENSG00000099810	chr9
ENSG00000099812	chr19
ENSG00000099814	chr14
ENSG00000099817	chr19
