gene_id	gene_name	V12D07-075_D1	V13M13-362_A1	V12D07-075_A1	V12Y31-080_A1	V12D05-348_D1	V12D05-350_D1	V12D05-348_C1	V12D05-350_C1	V13Y24-346_C1	nsigsamps	meanrank
ENSG00000068078	FGFR3		882		1336	537	305	488	834		6	730.333333333333
ENSG00000068079	IFI35							1874			1	1874
ENSG00000068305	MEF2A					1725	578			952	3	1085
ENSG00000068308	OTUD5					2043			2099		2	2071
ENSG00000068323	TFE3				1392			2156			2	1774
ENSG00000068366	ACSL4					2870			2701		2	2785.5
ENSG00000068400	GRIPAP1					3572					1	3572
ENSG00000068615	REEP1	867			1329	1761	2808	1500	604		6	1478.16666666667
ENSG00000068697	LAPTM4A	691			2466	1298		1972		1386	5	1562.6
ENSG00000068745	IP6K2				2353	1483	1098		1431		4	1591.25
ENSG00000068878	PSME4							1886			1	1886
ENSG00000068885	IFT80								2403		1	2403
ENSG00000068903	SIRT2					3294	1595	1345			3	2078
ENSG00000068912	ERLEC1				502	1002	1685		1450	500	5	1027.8
ENSG00000068976	PYGM						1156	1996			2	1576
ENSG00000069020	MAST4	1873									1	1873
ENSG00000069122	ADGRF5	767									1	767
ENSG00000069188	SDK2					866	2139				2	1502.5
ENSG00000069248	NUP133					2356				1563	2	1959.5
ENSG00000069275	NUCKS1	2020	330			1289					3	1213
ENSG00000069329	VPS35				404			1188			2	796
ENSG00000069345	DNAJA2		842			3153	2679				3	2224.66666666667
ENSG00000069399	BCL3							1143			1	1143
ENSG00000069424	KCNAB2					2162			1470		2	1816
ENSG00000069482	GAL	14	4	3	18	10	9	28	31	28	9	16.1111111111111
ENSG00000069493	CLEC2D			454							1	454
ENSG00000069535	MAOB					2878	660	1316	1237	1148	5	1447.8
ENSG00000069696	DRD4					3778	1894				2	2836
ENSG00000069702	TGFBR3		701		1346	615	1292	1685	1081		6	1120
ENSG00000069849	ATP1B3					2727					1	2727
ENSG00000069956	MAPK6					1822					1	1822
ENSG00000069966	GNB5					734	2048	958	1526		4	1316.5
ENSG00000069974	RAB27A							1688	1816		2	1752
ENSG00000070010	UFD1						2693				1	2693
ENSG00000070018	LRP6					3756					1	3756
ENSG00000070031	SCT					3500					1	3500
ENSG00000070047	PHRF1								3043		1	3043
ENSG00000070061	ELP1				2312	725	1025		854		4	1229
ENSG00000070081	NUCB2	1950					2384		3078	1051	4	2115.75
ENSG00000070087	PFN2			487	2285				2983		3	1918.33333333333
ENSG00000070182	SPTB								2792		1	2792
ENSG00000070214	SLC44A1				332	688	768		2896		4	1171
ENSG00000070269	TMEM260				2365			1983			2	2174
ENSG00000070367	EXOC5					935	2420				2	1677.5
ENSG00000070404	FSTL3		721								1	721
ENSG00000070413	DGCR2				1034		2794		2154		3	1994
ENSG00000070423	RNF126	1741					2407				2	2074
ENSG00000070501	POLB							2209			1	2209
ENSG00000070540	WIPI1					3597					1	3597
ENSG00000070718	AP3M2					3567					1	3567
ENSG00000070729	CNGB1					1525	1641		914		3	1360
ENSG00000070756	PABPC1		678			1702			2793		3	1724.33333333333
ENSG00000070761	CFAP20			296		2369	2069	2083	1205		5	1604.4
ENSG00000070770	CSNK2A2									1186	1	1186
ENSG00000070778	PTPN21		600				2913			1331	3	1614.66666666667
ENSG00000070785	EIF2B3							1869			1	1869
ENSG00000070808	CAMK2A				1734	3791					2	2762.5
ENSG00000070831	CDC42				2434	3535	1716		1289	831	5	1961
ENSG00000070961	ATP2B1		623			852	1142		3072		4	1422.25
ENSG00000071051	NCK2	1688									1	1688
ENSG00000071054	MAP4K4					3907					1	3907
ENSG00000071073	MGAT4A						1572				1	1572
ENSG00000071082	RPL31		419	361	1120	2805	1645	503	771		7	1089.14285714286
ENSG00000071127	WDR1					3247	2473			870	3	2196.66666666667
ENSG00000071242	RPS6KA2	1286				2950	2716				3	2317.33333333333
ENSG00000071243	ING3					1943					1	1943
ENSG00000071282	LMCD1			58					2692		2	1375
ENSG00000071462	BUD23	1574				761					2	1167.5
ENSG00000071537	SEL1L						2243				1	2243
ENSG00000071553	ATP6AP1	1146			2275		1136		2705		4	1815.5
ENSG00000071575	TRIB2	789					2498	1711	1525		4	1630.75
ENSG00000071794	HLTF					650				1470	2	1060
ENSG00000071859	FAM50A						2895				1	2895
ENSG00000071967	CYBRD1					743	527		1818	346	4	858.5
ENSG00000071994	PDCD2						1594	919			2	1256.5
ENSG00000072041	SLC6A15	1431			1903	2406	3078	1253	867		6	1823
ENSG00000072042	RDH11					3188					1	3188
ENSG00000072062	PRKACA	163	127		2273	784					4	836.75
ENSG00000072071	ADGRL1					2604				943	2	1773.5
ENSG00000072110	ACTN1	1799			1756		2137		2944		4	2159
ENSG00000072163	LIMS2						2672				1	2672
ENSG00000072195	SPEG					2247	2146				2	2196.5
ENSG00000072201	LNX1								2858		1	2858
ENSG00000072210	ALDH3A2	1632			2524			815			3	1657
ENSG00000072274	TFRC					3774					1	3774
ENSG00000072310	SREBF1	1589			2294	1513			1323		4	1679.75
ENSG00000072364	AFF4	1306	840			604	2099	1561	1147		6	1259.5
ENSG00000072401	UBE2D1						1632				1	1632
ENSG00000072415	MPP5					2957					1	2957
ENSG00000072422	RHOBTB1								1210		1	1210
ENSG00000072506	HSD17B10	1145				1676	3005				3	1942
ENSG00000072682	P4HA2								2448		1	2448
ENSG00000072778	ACADVL					1199		1399	1664		3	1420.66666666667
ENSG00000072803	FBXW11						1548				1	1548
ENSG00000072832	CRMP1	1084			948	1981	421		1003		5	1087.4
ENSG00000072849	DERL2					3668					1	3668
ENSG00000072952	MRVI1				1342		878				2	1110
ENSG00000073050	XRCC1					909	1644		3165		3	1906
ENSG00000073417	PDE8A						2122		2898		2	2510
ENSG00000073464	CLCN4									1237	1	1237
ENSG00000073584	SMARCE1					3093	2036		1883		3	2337.33333333333
ENSG00000073614	KDM5A		543	256							2	399.5
ENSG00000073670	ADAM11								3028		1	3028
ENSG00000073712	FERMT2						2844			729	2	1786.5
ENSG00000073803	MAP3K13								2233		1	2233
ENSG00000073849	ST6GAL1						2079				1	2079
ENSG00000073910	FRY								3205		1	3205
ENSG00000073921	PICALM		772			1460					2	1116
ENSG00000073969	NSF					1012		223	638		3	624.333333333333
ENSG00000074054	CLASP1				1207			1440			2	1323.5
ENSG00000074071	MRPS34		781							1082	2	931.5
ENSG00000074181	NOTCH3		698							632	2	665
ENSG00000074201	CLNS1A					1796			3047	503	3	1782
ENSG00000074211	PPP2R2C						2193				1	2193
ENSG00000074266	EED	1443									1	1443
ENSG00000074317	SNCB					2250	902	258	429	338	5	835.4
ENSG00000074319	TSG101	1369		525		3732	1398				4	1756
ENSG00000074356	NCBP3						2727				1	2727
ENSG00000074410	CA12		668			3394					2	2031
ENSG00000074416	MGLL							2045			1	2045
ENSG00000074527	NTN4				2371	143	212	1830	541	808	6	984.166666666667
ENSG00000074603	DPP8								3031		1	3031
ENSG00000074657	ZNF532					1185	2906				2	2045.5
ENSG00000074660	SCARF1						1770				1	1770
ENSG00000074695	LMAN1				668	385	669		1236		4	739.5
ENSG00000074696	HACD3				2500	889	2418				3	1935.66666666667
ENSG00000074706	IPCEF1		625								1	625
ENSG00000074800	ENO1		338	222		1636	1472	608	1314	934	7	932
ENSG00000074842	MYDGF	653			1357	836	1009	1384			5	1047.8
ENSG00000074935	TUBE1			429		2962					2	1695.5
ENSG00000075035	WSCD2					2347	1573				2	1960
ENSG00000075089	ACTR6	401				1311	1809			1538	4	1264.75
ENSG00000075142	SRI	2140			1213		1137	276	802	242	6	968.333333333333
ENSG00000075188	NUP37						2853				1	2853
ENSG00000075213	SEMA3A				955				1991		2	1473
ENSG00000075223	SEMA3C	1011			2093						2	1552
ENSG00000075234	TTC38								3101		1	3101
ENSG00000075239	ACAT1				1675						1	1675
ENSG00000075275	CELSR1							679	1119		2	899
ENSG00000075292	ZNF638	1938				638					2	1288
ENSG00000075336	TIMM21					3848					1	3848
ENSG00000075340	ADD2								2891		1	2891
ENSG00000075391	RASAL2					1211					1	1211
ENSG00000075399	VPS9D1	1867									1	1867
ENSG00000075407	ZNF37A								2488		1	2488
ENSG00000075413	MARK3				1599			2038	3243		3	2293.33333333333
ENSG00000075415	SLC25A3					936					1	936
ENSG00000075420	FNDC3B	1896				2618					2	2257
ENSG00000075426	FOSL2					2734					1	2734
ENSG00000075461	CACNG4				1245	1503		1605			3	1451
ENSG00000075539	FRYL				1702						1	1702
ENSG00000075624	ACTB	950			949	2784		2005	3211	104	6	1667.16666666667
ENSG00000075711	DLG1					2532	2163				2	2347.5
ENSG00000075785	RAB7A	1193							2740	483	3	1472
ENSG00000075856	SART3				1726						1	1726
ENSG00000075914	EXOSC7		542		825		2406				3	1257.66666666667
ENSG00000075945	KIFAP3	1999			686	1054	912		952		5	1120.6
ENSG00000075975	MKRN2	1543									1	1543
ENSG00000076003	MCM6					2446					1	2446
ENSG00000076053	RBM7					3344					1	3344
ENSG00000076108	BAZ2A	1833				2427					2	2130
ENSG00000076201	PTPN23				2028						1	2028
ENSG00000076242	MLH1		428		2040	2068					3	1512
ENSG00000076248	UNG							1403			1	1403
ENSG00000076321	KLHL20	2049									1	2049
ENSG00000076344	RGS11					2011	1713				2	1862
ENSG00000076554	TPD52					3286	2142				2	2714
ENSG00000076641	PAG1				1536	990					2	1263
ENSG00000076685	NT5C2				2530	3611		1208	806		4	2038.75
ENSG00000076706	MCAM		383			513	502				3	466
ENSG00000076770	MBNL3				2560	3482			2808		3	2950
ENSG00000076864	RAP1GAP				2553		2220	1485			3	2086
ENSG00000076984	MAP2K7			451							1	451
ENSG00000077063	CTTNBP2	1967			1531	380			2199		4	1519.25
ENSG00000077080	ACTL6B						2699				1	2699
ENSG00000077092	RARB								1809		1	1809
ENSG00000077097	TOP2B						932				1	932
ENSG00000077147	TM9SF3		812		1381	3501			1244		4	1734.5
ENSG00000077152	UBE2T				1389						1	1389
ENSG00000077157	PPP1R12B		735								1	735
ENSG00000077232	DNAJC10		508			3016	1913	944			4	1595.25
ENSG00000077235	GTF3C1	1048		249		2615					3	1304
ENSG00000077238	IL4R							1460			1	1460
ENSG00000077254	USP33					2638					1	2638
ENSG00000077264	PAK3					1337			2499		2	1918
ENSG00000077279	DCX						2264				1	2264
ENSG00000077327	SPAG6	526		208		1058	836	61	56	292	7	433.857142857143
ENSG00000077380	DYNC1I2					1150					1	1150
ENSG00000077454	LRCH4						2737				1	2737
ENSG00000077463	SIRT6				2614						1	2614
ENSG00000077514	POLD3					2170					1	2170
ENSG00000077549	CAPZB	1625			2378						2	2001.5
ENSG00000077585	GPR137B								1778	393	2	1085.5
ENSG00000077616	NAALAD2					2965					1	2965
ENSG00000077684	JADE1					1308	1419				2	1363.5
ENSG00000077721	UBE2A			474	1505	3078					3	1685.66666666667
ENSG00000077782	FGFR1	1183									1	1183
ENSG00000077942	FBLN1					1672	1162	128	285	1235	5	896.4
ENSG00000078018	MAP2				1205	1217	749	917	1002		5	1018
ENSG00000078053	AMPH	147	173		156	867		520	701	832	7	485.142857142857
ENSG00000078061	ARAF									616	1	616
ENSG00000078070	MCCC1						2191				1	2191
ENSG00000078114	NEBL	1107	289		2105				1295		4	1199
ENSG00000078124	ACER3						2900				1	2900
ENSG00000078140	UBE2K		813			2379			3109		3	2100.33333333333
ENSG00000078177	N4BP2					586	825				2	705.5
ENSG00000078246	TULP3						2956				1	2956
ENSG00000078295	ADCY2				2344			1096	401		3	1280.33333333333
ENSG00000078304	PPP2R5C	1607									1	1607
ENSG00000078328	RBFOX1	1750	480		371	785	417	316	502	938	8	694.875
ENSG00000078369	GNB1	636				2331	630			982	4	1144.75
ENSG00000078487	ZCWPW1					3245					1	3245
ENSG00000078549	ADCYAP1R1	1514									1	1514
ENSG00000078596	ITM2A	1557	545		2472	782	276	1696	1248	1064	8	1205
ENSG00000078618	NRDC	2011				777			2743		3	1843.66666666667
ENSG00000078668	VDAC3	782		386		1127		1562	2267		5	1224.8
ENSG00000078674	PCM1						2495				1	2495
ENSG00000078687	TNRC6C					3039					1	3039
ENSG00000078725	BRINP1				796	3081					2	1938.5
ENSG00000078804	TP53INP2				586	1797			459		3	947.333333333333
ENSG00000078808	SDF4					1374	2226				2	1800
ENSG00000078902	TOLLIP							2175			1	2175
ENSG00000078967	UBE2D4			300							1	300
ENSG00000079156	OSBPL6					2701					1	2701
ENSG00000079215	SLC1A3	70		57	197	816	274	30	24	39	8	188.375
ENSG00000079246	XRCC5	719				2204	555				3	1159.33333333333
ENSG00000079257	LXN	1318				2664			2829	793	4	1901
ENSG00000079332	SAR1A					3776					1	3776
ENSG00000079335	CDC14A							762	1803		2	1282.5
ENSG00000079432	CIC						2273				1	2273
ENSG00000079435	LIPE				1910						1	1910
ENSG00000079459	FDFT1					1990		896	1073	953	4	1228
ENSG00000079462	PAFAH1B3						2127				1	2127
ENSG00000079689	SCGN	365			309	214	352		3102		5	868.4
ENSG00000079785	DDX1							1745	2635		2	2190
ENSG00000079819	EPB41L2							1998	1262	1436	3	1565.33333333333
ENSG00000079841	RIMS1					417	833				2	625
ENSG00000079931	MOXD1							214	142	206	3	187.333333333333
ENSG00000079950	STX7					3416					1	3416
ENSG00000079974	RABL2B					2099	844		1266		3	1403
ENSG00000079999	KEAP1							1795			1	1795
ENSG00000080298	RFX3							820			1	820
ENSG00000080371	RAB21					1549	2856				2	2202.5
ENSG00000080493	SLC4A4	502			801	821	567	331	572	124	7	531.142857142857
ENSG00000080503	SMARCA2					2746		2140			2	2443
ENSG00000080546	SESN1					898	3048				2	1973
ENSG00000080572	PIH1D3								774		1	774
ENSG00000080573	COL5A3								2204		1	2204
ENSG00000080709	KCNN2					3000					1	3000
ENSG00000080822	CLDND1				917		1530	426	785		4	914.5
ENSG00000080823	MOK					2158			1631		2	1894.5
ENSG00000080824	HSP90AA1	96		129	133	733	1024	1001	839	149	8	513
ENSG00000080845	DLGAP4		898								1	898
ENSG00000081014	AP4E1	2047									1	2047
ENSG00000081041	CXCL2							921	1879	65	3	955
ENSG00000081059	TCF7							1758	640		2	1199
ENSG00000081087	OSTM1				1433	2478	815				3	1575.33333333333
ENSG00000081138	CDH7	462			2542	1924	1204		1477		5	1521.8
ENSG00000081154	PCNP					1560	2868		2311		3	2246.33333333333
ENSG00000081181	ARG2			401		526					2	463.5
ENSG00000081307	UBA5						2403				1	2403
ENSG00000081320	STK17B								1711		1	1711
ENSG00000081377	CDC14B		955							1558	2	1256.5
ENSG00000081386	ZNF510				1928						1	1928
ENSG00000081791	DELE1	2146									1	2146
ENSG00000081803	CADPS2				1076	2131			1539	932	4	1419.5
ENSG00000081818	PCDHB4									946	1	946
ENSG00000081870	HSPB11				1436						1	1436
ENSG00000081913	PHLPP1							1992	1093	474	3	1186.33333333333
ENSG00000082014	SMARCD3				1729		1824		2538		3	2030.33333333333
ENSG00000082068	WDR70				2428						1	2428
ENSG00000082153	BZW1						2144				1	2144
ENSG00000082175	PGR	132	373		130	235	279	1044	536		7	389.857142857143
ENSG00000082258	CCNT2				1008	3195					2	2101.5
ENSG00000082397	EPB41L3				916	2925		2188			3	2009.66666666667
ENSG00000082482	KCNK2	178		575	315	596	249	1822	1329	964	8	753.5
ENSG00000082497	SERTAD4	1682									1	1682
ENSG00000082515	MRPL22					2235	1681				2	1958
ENSG00000082516	GEMIN5						1532				1	1532
ENSG00000082556	OPRK1					1317	2322			1061	3	1566.66666666667
ENSG00000082641	NFE2L1	679	506		661	3452					4	1324.5
ENSG00000082701	GSK3B					2401					1	2401
ENSG00000082781	ITGB5		952			2714	2736	1794			4	2049
ENSG00000082805	ERC1		401			3009					2	1705
ENSG00000082898	XPO1			178	2480	1163	2705		1727		5	1650.6
ENSG00000082996	RNF13				716	3362	2519			1329	4	1981.5
ENSG00000083067	TRPM3				823		2299		2045		3	1722.33333333333
ENSG00000083097	DOP1A					2144					1	2144
ENSG00000083099	LYRM2	1401				3140			1639	915	4	1773.75
ENSG00000083123	BCKDHB				2179						1	2179
ENSG00000083312	TNPO1	913				1233	2067				3	1404.33333333333
ENSG00000083454	P2RX5					3754					1	3754
ENSG00000083535	PIBF1								2426		1	2426
ENSG00000083642	PDS5B	840				2868					2	1854
ENSG00000083750	RRAGB						2350				1	2350
ENSG00000083799	CYLD					3295					1	3295
ENSG00000083812	ZNF324	1050									1	1050
ENSG00000083845	RPS5				1454	590		821	2428	1125	5	1283.6
ENSG00000083857	FAT1				2090		1390	1827		1172	4	1619.75
ENSG00000083937	CHMP2B	1292			613	1816	540				4	1065.25
ENSG00000084070	SMAP2				1865	1419	2812				3	2032
ENSG00000084073	ZMPSTE24						2404				1	2404
ENSG00000084090	STARD7					2533					1	2533
ENSG00000084207	GSTP1	484	74		990	3628		579	1416		6	1195.16666666667
ENSG00000084234	APLP2	1957			1053		2827		2722		4	2139.75
ENSG00000084444	FAM234B					3211					1	3211
ENSG00000084453	SLCO1A2				780	3032	1539				3	1783.66666666667
ENSG00000084463	WBP11					2252	2968				2	2610
ENSG00000084623	EIF3I	1184					2871				2	2027.5
ENSG00000084636	COL16A1						2467	202	215	278	4	790.5
ENSG00000084652	TXLNA	470				2490			2111		3	1690.33333333333
ENSG00000084676	NCOA1					1495				1279	2	1387
ENSG00000084693	AGBL5						1691				1	1691
ENSG00000084710	EFR3B	2103							2775		2	2439
ENSG00000084731	KIF3C							1204			1	1204
ENSG00000084754	HADHA					3157					1	3157
ENSG00000084764	MAPRE3	426				3080	1356		2198		4	1765
ENSG00000085063	CD59	286	718		450	1072	1022	469	706	434	8	644.625
ENSG00000085117	CD82					1226					1	1226
ENSG00000085224	ATRX	918				2236					2	1577
ENSG00000085231	AK6							2104			1	2104
ENSG00000085274	MYNN								3083		1	3083
ENSG00000085365	SCAMP1					853	1087		1923		3	1287.66666666667
ENSG00000085382	HACE1		681	308							2	494.5
ENSG00000085491	SLC25A24	1641									1	1641
ENSG00000085511	MAP3K4						2811				1	2811
ENSG00000085563	ABCB1						2391				1	2391
ENSG00000085662	AKR1B1				1355						1	1355
ENSG00000085719	CPNE3	1321			1328	1535	706	1549	1511		6	1325
ENSG00000085721	RRN3					1991	1688				2	1839.5
ENSG00000085733	CTTN				1439	1266	1978				3	1561
ENSG00000085832	EPS15	1952									1	1952
ENSG00000085871	MGST2							1285			1	1285
ENSG00000085978	ATG16L1									1441	1	1441
ENSG00000085998	POMGNT1				1958						1	1958
ENSG00000086015	MAST2				2096		1963			1008	3	1689
ENSG00000086061	DNAJA1	349		522	1633	1384	2945		857	719	7	1201.28571428571
ENSG00000086065	CHMP5	392			1497	3507	3003		1912		5	2062.2
ENSG00000086189	DIMT1					2040					1	2040
ENSG00000086200	IPO11							2127			1	2127
ENSG00000086205	FOLH1						883		910		2	896.5
ENSG00000086289	EPDR1	399			239	977	2882		1513	589	6	1099.83333333333
ENSG00000086300	SNX10					2026		782			2	1404
ENSG00000086475	SEPHS1						2678		2213		2	2445.5
ENSG00000086504	MRPL28			532		2036					2	1284
ENSG00000086544	ITPKC			330							1	330
ENSG00000086589	RBM22					3594	2209				2	2901.5
ENSG00000086598	TMED2					1736	2083		1584		3	1801
ENSG00000086619	ERO1B								3093		1	3093
ENSG00000086712	TXLNG								2370		1	2370
ENSG00000086758	HUWE1	1611	453						2350		3	1471.33333333333
ENSG00000087074	PPP1R15A		569							1139	2	854
ENSG00000087077	TRIP6							633		473	2	553
ENSG00000087085	ACHE	153			194	1953	1887	715	1235	562	7	957
ENSG00000087086	FTL	436			288	367	272	15	37	71	7	212.285714285714
ENSG00000087087	SRRT		509			3045					2	1777
ENSG00000087088	BAX					3309					1	3309
ENSG00000087116	ADAMTS2				875						1	875
ENSG00000087191	PSMC5		372		1898	1506					3	1258.66666666667
ENSG00000087250	MT3	41	328	577	23	32	36	29	68	126	9	140
ENSG00000087258	GNAO1	1019			1151	3323			1982		4	1868.75
ENSG00000087263	OGFOD1					3657					1	3657
ENSG00000087266	SH3BP2							1624			1	1624
ENSG00000087269	NOP14		830								1	830
ENSG00000087274	ADD1				1309			1761	1961		3	1677
ENSG00000087365	SF3B2	1007				1389	1415				3	1270.33333333333
ENSG00000087448	KLHL42					1650	2789				2	2219.5
ENSG00000087460	GNAS	108	192	41	143	51	25	53	32	87	9	81.3333333333333
ENSG00000087470	DNM1L				936		2690				2	1813
ENSG00000087495	PHACTR3					1366	948				2	1157
ENSG00000087842	PIR									735	1	735
ENSG00000087903	RFX2							526	564		2	545
ENSG00000087995	METTL2A		277								1	277
ENSG00000088038	CNOT3	1457							2970		2	2213.5
ENSG00000088179	PTPN4						1821				1	1821
ENSG00000088247	KHSRP		226					2084			2	1155
ENSG00000088256	GNA11					3797					1	3797
ENSG00000088280	ASAP3					2225					1	2225
ENSG00000088387	DOCK9							1966			1	1966
ENSG00000088448	ANKRD10					1519	936	1165	1039	1424	5	1216.6
ENSG00000088451	TGDS						1874				1	1874
ENSG00000088538	DOCK3					3919	571		2825		3	2438.33333333333
ENSG00000088727	KIF9	2055			1541	517	2188	291	634		6	1204.33333333333
ENSG00000088812	ATRN				2431		2872				2	2651.5
ENSG00000088832	FKBP1A					2265	2381				2	2323
ENSG00000088833	NSFL1C								2253		1	2253
ENSG00000088854	C20orf194	753			444	1834	1254				4	1071.25
ENSG00000088881	EBF4					1961					1	1961
ENSG00000088899	LZTS3	2128						2184			2	2156
ENSG00000088986	DYNLL1	354		283	165	771	315	1197	3262	577	8	865.5
ENSG00000088992	TESC								1299		1	1299
ENSG00000089009	RPL6	1060	386		712	283	496	1210	725	1469	8	792.625
ENSG00000089022	MAPKAPK5					3189					1	3189
ENSG00000089053	ANAPC5					2512					1	2512
ENSG00000089057	SLC23A2	824				928	2806				3	1519.33333333333
ENSG00000089060	SLC8B1							1961	2424		2	2192.5
ENSG00000089063	TMEM230				569	1056			2061		3	1228.66666666667
ENSG00000089091	DZANK1					778	1651		888		3	1105.66666666667
ENSG00000089101	CFAP61						2539				1	2539
ENSG00000089116	LHX5				997						1	997
ENSG00000089127	OAS1	1492			2044			769	1662	469	5	1287.2
ENSG00000089157	RPLP0					1727	491		1619	282	4	1029.75
ENSG00000089169	RPH3A				1158	3114	1410		2289		4	1992.75
ENSG00000089199	CHGB	103			125	146	175	629	699	314	7	313
ENSG00000089220	PEBP1					293	828		549	988	4	664.5
ENSG00000089248	ERP29				1099	491	2283		2952		4	1706.25
ENSG00000089280	FUS	609	917		1737	759	2159		1691	501	7	1196.14285714286
ENSG00000089327	FXYD5					2913	1211				2	2062
