gene_id	gene_name	V12D05-348_C1	V12D05-348_D1	V12D05-350_C1	V12D05-350_D1	V12D07-075_A1	V12D07-075_D1	V12Y31-080_A1	V13M13-362_A1	V13M13-362_D1	meanrank	samples_signif
ENSG00000054179	ENTPD2	1825		2107							1966	2
ENSG00000054267	ARID4B	5630	5440	5382	5117						5392.25	4
ENSG00000054282	SDCCAG8	4223	3619	5987		3637	4418	3558			4240.333333	6
ENSG00000054356	PTPRN	76	151	96	158	285	189	253	428	102	193.1111111	9
ENSG00000054523	KIF1B	2855	2951	1538	3025	1428	3779		1830	1836	2405.25	8
ENSG00000054611	TBC1D22A			5837							5837	1
ENSG00000054690	PLEKHH1			1834			423			223	826.6666667	3
ENSG00000054793	ATP9A	1788	1325	1455	1104	844	1666	1344	1768	874	1352	9
ENSG00000054803	CBLN4	275	390	416	446	475	222	234	627	245	370	9
ENSG00000054965	FAM168A	4882	4683	6695	3579					5014	4970.6	5
ENSG00000054983	GALC	5646								4813	5229.5	2
ENSG00000055044	NOP58	4225	2969	2975	3987	3145	3512			3743	3508	7
ENSG00000055070	SZRD1	5382		6505	4561						5482.666667	3
ENSG00000055118	KCNH2	1756	1336	1578	2128		2387	1906		2506	1942.428571	7
ENSG00000055130	CUL1	2574	3453	2820	4192		2659		2477	2454	2947	7
ENSG00000055163	CYFIP2	524	1062	683	1055	538	851	2028	1569	667	997.4444444	9
ENSG00000055208	TAB2	4556	3275	4920	4452	3224	3960		2859	4315	3945.125	8
ENSG00000055211	GINM1	4439	3965	4286	3070	3921	4902				4097.166667	6
ENSG00000055332	EIF2AK2	2796	5032	3444	5839	2246	2930	3379	3137	2147	3438.888889	9
ENSG00000055609	KMT2C	5572	4956	5332	5946		4558				5272.8	5
ENSG00000055813	CCDC85A	4648	1345	5824	1416	3327	2992	1810	868	2641	2763.444444	9
ENSG00000055917	PUM2	3255	5173	3853	4616	3891	2995		3195	3618	3824.5	8
ENSG00000055950	MRPL43	4017	5569	4862	6001	3693	3820	2536		4889	4423.375	8
ENSG00000056050	HPF1	4159	4096	5383	5963					4661	4852.4	5
ENSG00000056097	ZFR	3997	4097	4444		2739	3454	3836	2968	2999	3566.75	8
ENSG00000056586	RC3H2			5549	6066		4831			4815	5315.25	4
ENSG00000057019	DCBLD2			2142							2142	1
ENSG00000057608	GDI2	4743	4219	4743	3820	3712	2649	3539	2486	3698	3734.333333	9
ENSG00000057663	ATG5		5482	6331	5230						5681	3
ENSG00000057704	TMCC3			6790							6790	1
ENSG00000057757	PITHD1	848	786	817	595	958	890	1068	605	593	795.5555556	9
ENSG00000057935	MTA3	4719		6167	6093					4361	5335	4
ENSG00000058091	CDK14	1831	3993	2257	2119	1409	2551	2749	2334	1367	2290	9
ENSG00000058262	SEC61A1	2211	2557	1582	2035	2503	1993	1914	1597		2049	8
ENSG00000058272	PPP1R12A	4781	4892	4842	4385	3963	4347	2534		3657	4175.125	8
ENSG00000058335	RASGRF1		3074	6208	2052	3658	4407	3690		3807	3842.285714	7
ENSG00000058404	CAMK2B	486	445	298	315	372	550	402	224	309	377.8888889	9
ENSG00000058453	CROCC	1743		1404							1573.5	2
ENSG00000058668	ATP2B4	1006	1294	1519	919	705	1282	422	957	868	996.8888889	9
ENSG00000059122	FLYWCH1	4161	5938	4849	5075		4105			3696	4637.333333	6
ENSG00000059573	ALDH18A1			5787							5787	1
ENSG00000059588	TARBP1	3034	3214	3162	2101		3437		2624	3739	3044.428571	7
ENSG00000059758	CDK17	2517	2449	4326	3283	1704	1739	2038	300	2796	2350.222222	9
ENSG00000059769	DNAJC25			4171							4171	1
ENSG00000059804	SLC2A3	561	842	590	1292	1068	1289	1449	2016	808	1101.666667	9
ENSG00000059915	PSD	500	781	716	873	657	899	1136	287	443	699.1111111	9
ENSG00000060138	YBX3	3544		3027		1114					2561.666667	3
ENSG00000060237	WNK1	4724	4619	5328	4993	1039	1418			1345	3352.285714	7
ENSG00000060339	CCAR1	5513	4416	5754	4806	3710			3209	4648	4579.428571	7
ENSG00000060491	OGFR			4848						4154	4501	2
ENSG00000060656	PTPRU	2720	4787	3646	3293		2850	1786			3180.333333	6
ENSG00000060688	SNRNP40		5214	6442	5049						5568.333333	3
ENSG00000060709	RIMBP2	2019	2061	2035	2408		1470	3391		873	2036.714286	7
ENSG00000060718	COL11A1				4848			584			2716	2
ENSG00000060749	QSER1			6493							6493	1
ENSG00000060762	MPC1	4299			5772	1529	2800			1731	3226.2	5
ENSG00000060971	ACAA1	3529	5931	4498	5886	3098					4588.4	5
ENSG00000060982	BCAT1	1402	1780	1777	1578	2549	2124	1163	782	4007	1906.888889	9
ENSG00000061676	NCKAP1	621	1311	774	2047	1090	1003	1917	1720	1170	1294.777778	9
ENSG00000061794	MRPS35	3486	3906	3405	3481	3267	4684	3466	2973	4204	3652.444444	9
ENSG00000061918	GUCY1B1	369	514	452	527	700	1050	1759	845	358	730.4444444	9
ENSG00000061936	SFSWAP				6196						6196	1
ENSG00000061938	TNK2	4688	3444	2808	3477		4002	3267		2854	3505.714286	7
ENSG00000061987	MON2	5244	4686	6456	5046		4791				5244.6	5
ENSG00000062194	GPBP1	4136	3612	4208	5018	3305	2836		2222	4369	3713.25	8
ENSG00000062485	CS	1443	2513	2601	3877	2384	1954	3305	2380	2868	2591.666667	9
ENSG00000062582	MRPS24	2095	2497	3361	3707	2639	3408	3195		2524	2928.25	8
ENSG00000062598	ELMO2	5453		6714	5677						5948	3
ENSG00000062716	VMP1	3795	2814	4188	4559	3248		3208			3635.333333	6
ENSG00000062725	APPBP2	5507		4866	4286	3451	4848				4591.6	5
ENSG00000063015	SEZ6		2301		1249				314	1656	1380	4
ENSG00000063046	EIF4B	3072	2508	3819	3896	1573	3564	2199	1681	4683	2999.444444	9
ENSG00000063177	RPL18	1048	869	1595	1448	1021	1101	1138	1029	918	1129.666667	9
ENSG00000063180	CA11	2909	3520	2782	1765	1956	2847	1278	434	2143	2181.555556	9
ENSG00000063241	ISOC2	4774	3581	5436	5939		4846			4866	4907	6
ENSG00000063244	U2AF2		5778	5810						3906	5164.666667	3
ENSG00000063245	EPN1	3452	4255	2306	3909	3013	2593	2936	2889	2204	3061.888889	9
ENSG00000063322	MED29	4158	3685	3271	3736	3059	3999	3711	1350	3628	3399.666667	9
ENSG00000063660	GPC1	2376	3515	2200	2496		3224	2894		2088	2684.714286	7
ENSG00000063854	HAGH	1502	1788	2089	1434	1709	1029	870	2211	1718	1594.444444	9
ENSG00000063978	RNF4		5706	6702		3057					5155	3
ENSG00000064042	LIMCH1	5330	5065		3243	1551	1386	1644	3215	2512	2993.25	8
ENSG00000064115	TM7SF3	5454	4021	5620	2932		3689	2687		3706	4015.571429	7
ENSG00000064199	SPA17	1842	4009	1273	4283						2851.75	4
ENSG00000064300	NGFR	254	35	169	15				67		108	5
ENSG00000064393	HIPK2	2823	2540	4652	1929	688	690	1056	1324	998	1855.555556	9
ENSG00000064419	TNPO3							2379		3765	3072	2
ENSG00000064490	RFXANK			6422							6422	1
ENSG00000064601	CTSA	2994	4641	3130	3775	3345	2642	3567		4478	3571.5	8
ENSG00000064607	SUGP2	2678	3413	2023	2157	3374	2340		3118	1881	2623	8
ENSG00000064651	SLC12A2	2572	4618	3713	3511	329	585	1952	3276	472	2336.444444	9
ENSG00000064726	BTBD1	4357	4286	4806	5517		4537			3812	4552.5	6
ENSG00000064787	BCAS1	411	983	465	689	111	90	408	1199	112	496.4444444	9
ENSG00000064886	CHI3L2					191					191	1
ENSG00000064989	CALCRL	376	200	156	107						209.75	4
ENSG00000065000	AP3D1	1925	1889	2368	2009	1819	2160	3234	1999	1774	2130.777778	9
ENSG00000065054	SLC9A3R2	4143	5952	4867	5229						5047.75	4
ENSG00000065135	GNAI3	5615									5615	1
ENSG00000065150	IPO5	4145	4495	5527	4432		3887	3257		4466	4315.571429	7
ENSG00000065154	OAT	1567	1378	1484	2999	1757	1691	1389	772	1314	1594.555556	9
ENSG00000065361	ERBB3									773	773	1
ENSG00000065427	KARS	2853	3951	4271	4801	2912	3154			3084	3575.142857	7
ENSG00000065518	NDUFB4	1020	935	1012	2072	1038	753	331	1229	806	1021.777778	9
ENSG00000065526	SPEN			6690							6690	1
ENSG00000065534	MYLK	881		894	866	160	356			688	640.8333333	6
ENSG00000065548	ZC3H15	3472	2263	3419	2143	2254	2550	3377		1313	2598.875	8
ENSG00000065559	MAP2K4	799	1152	845	935	1266	1298	1779	1423	1018	1168.333333	9
ENSG00000065600	PACC1									1445	1445	1
ENSG00000065609	SNAP91	381	593	480	529	652	584	1647	817	503	687.3333333	9
ENSG00000065613	SLK				5967	3357			1102		3475.333333	3
ENSG00000065665	SEC61A2	2899	1654	2756	1527	3768	1136	1556	929	2956	2131.222222	9
ENSG00000065717	TLE2				2843					1992	2417.5	2
ENSG00000065802	ASB1		3334	5821			4224	2314			3923.25	4
ENSG00000065809	FAM107B	1729	3277	3293	1931	303	731	1052	2637	446	1711	9
ENSG00000065833	ME1	1810	3662	1788	4021	2728	1572	1182	2748	2502	2445.888889	9
ENSG00000065883	CDK13	5210	5672	6823	5852		4488	2323			5061.333333	6
ENSG00000065911	MTHFD2					1692					1692	1
ENSG00000065923	SLC9A7	1134	1986	1716	1442	1221	1290	2190	1139	1703	1535.666667	9
ENSG00000065978	YBX1	2431	825	3164	970	1007	1279	3941		1684	1912.625	8
ENSG00000065989	PDE4A		3099		2713						2906	2
ENSG00000066027	PPP2R5A			6194						3705	4949.5	2
ENSG00000066032	CTNNA2	1910	4804	1916	3217	1781	3181		2267	1050	2515.75	8
ENSG00000066044	ELAVL1	5046	5854	5466		3875	3430		2238	4656	4366.428571	7
ENSG00000066084	DIP2B	5055		6967	6114	2617	4926		2867	3065	4515.857143	7
ENSG00000066248	NGEF		2631	2687	2200				52	1172	1748.4	5
ENSG00000066322	ELOVL1	1247		1822		133	334			239	755	5
ENSG00000066382	MPPED2	2290	2467	1237	2240		1810	1197	1727		1852.571429	7
ENSG00000066422	ZBTB11		4770	4351	3786	3855	3639		3121		3920.333333	6
ENSG00000066468	FGFR2	1634		2129	713	537	675			391	1013.166667	6
ENSG00000066557	LRRC40		5074	6726	4730		4704				5308.5	4
ENSG00000066583	ISOC1	2927	2355	2374	1682	2500	3274	1582	995	3288	2330.777778	9
ENSG00000066651	TRMT11			6481							6481	1
ENSG00000066654	THUMPD1	4726	4628	5755	3462	3893	4591			4739	4542	7
ENSG00000066739	ATG2B	4689	3440	5640	5974		3986			3923	4608.666667	6
ENSG00000066777	ARFGEF1		5917	6582	6094		4243				5709	4
ENSG00000066926	FECH		5731								5731	1
ENSG00000066933	MYO9A		5402	6139	6009						5850	3
ENSG00000067048	DDX3Y						3518	2155			2836.5	2
ENSG00000067057	PFKP	496	412	558	381	549	608	750	382	279	490.5555556	9
ENSG00000067064	IDI1	2179	1498	1993	1619	981	1183	3432	769	1513	1685.222222	9
ENSG00000067082	KLF6	3461		3448		3246	3374				3382.25	4
ENSG00000067113	PLPP1	4289	3710	4006	1742		4234			4467	3741.333333	6
ENSG00000067141	NEO1									3143	3143	1
ENSG00000067167	TRAM1	2983	1065	2674	1032	4000	3842	2430		4977	2875.375	8
ENSG00000067182	TNFRSF1A			4128		2094					3111	2
ENSG00000067191	CACNB1		4574	2597	4303		3698	3825	3079	2076	3450.285714	7
ENSG00000067208	EVI5		4353	6393		3872					4872.666667	3
ENSG00000067221	STOML1	1521	2634	2328	2397	2193	1835	2453		1198	2069.875	8
ENSG00000067225	PKM	228	828	283	960	443	361	1104	1069	407	631.4444444	9
ENSG00000067334	DNTTIP2		4918	6759		4011	4483				5042.75	4
ENSG00000067369	TP53BP1	1352	1492	1196	2299	2211	1393	1251	781	1692	1518.555556	9
ENSG00000067445	TRO	1256	1367	1699	1235	1413	1357	1218	750	1258	1283.666667	9
ENSG00000067560	RHOA	2348	1509	4199	2008	1390	2129	3759	1257	1952	2283.444444	9
ENSG00000067606	PRKCZ	1783	1383	1140	1212	1973	1174	3227	2029	1969	1765.555556	9
ENSG00000067704	IARS2	4027	4879	4410						4923	4559.75	4
ENSG00000067715	SYT1	69	76	82	94	112	98	311	168	26	115.1111111	9
ENSG00000067829	IDH3G	3920	4011	5175	5496	2985	3442		3237	2472	3842.25	8
ENSG00000067836	ROGDI	5571	3626	4514	2369	3212	3285			2166	3534.714286	7
ENSG00000067840	PDZD4	3209	2802	5040	3352	2410	4921	2472	1944	1926	3119.555556	9
ENSG00000067842	ATP2B3		3621		2308						2964.5	2
ENSG00000067900	ROCK1	5502			5037	2607	3483	3895			4104.8	5
ENSG00000067992	PDK3	4635	5164	3213	3181	2620	3788			3361	3708.857143	7
ENSG00000068001	HYAL2			4341							4341	1
ENSG00000068024	HDAC4			4567	4545		3280	3624			4004	4
ENSG00000068078	FGFR3	1296	2356	793	1256	1556	1677	1660	424	1125	1349.222222	9
ENSG00000068120	COASY			6788				2829			4808.5	2
ENSG00000068305	MEF2A		4488	5536	5329	3282	4772	3093			4416.666667	6
ENSG00000068308	OTUD5	3490	5510	3390	5058		3710		2996	3985	4019.857143	7
ENSG00000068323	TFE3	4356	5369	4949	6185		4580	2514		4162	4587.857143	7
ENSG00000068366	ACSL4	1485	1467	2160	1842	1800	1700	1263	2127	761	1622.777778	9
ENSG00000068383	INPP5A			4063	5417				981		3487	3
ENSG00000068394	GPKOW			4927	6126						5526.5	2
ENSG00000068400	GRIPAP1	2824	2531	2640	3286	3800	4695			2168	3134.857143	7
ENSG00000068438	FTSJ1			5584							5584	1
ENSG00000068615	REEP1	337	631	338	670	926	442	928	1087	497	650.6666667	9
ENSG00000068697	LAPTM4A	1366	957	1117	1253	1377	935	1129	637	1938	1189.888889	9
ENSG00000068745	IP6K2	1501	2136	1428	2501	1597	2534	1650	2113	3098	2062	9
ENSG00000068796	KIF2A		5409		6063	3339	4731	3861		4668	4678.5	6
ENSG00000068885	IFT80			4562	5236						4899	2
ENSG00000068903	SIRT2	1433	4970	2549	3726	408	1306			360	2107.428571	7
ENSG00000068912	ERLEC1	1660	1670	1165	1946	2644	1702	977	1420	1807	1665.666667	9
ENSG00000068971	PPP2R5B	2657	3052	2447	3029	3069	4073		3094	2576	2999.625	8
ENSG00000069020	MAST4	5007	4867	5278	3676				1339	3117	3880.666667	6
ENSG00000069248	NUP133		4947	5970	5690						5535.666667	3
ENSG00000069275	NUCKS1	2872	3313	4022	5541	1082	2067		2810	1942	2956.125	8
ENSG00000069329	VPS35	1237	1096	763	1214	1447	1399	955	736	603	1050	9
ENSG00000069345	DNAJA2	1420	2315	2572	2816	2174	2384	3141	1368	3173	2373.666667	9
ENSG00000069424	KCNAB2	1535	2408	1762	2318	1904	2301	1470	1099	1712	1834.333333	9
ENSG00000069482	GAL	43	10	55	19	50	20	5	16	160	42	9
ENSG00000069509	FUNDC1	3165	3293	3586	4078	3837	4267	1864	2871	3647	3400.888889	9
ENSG00000069535	MAOB	2963	1896	1992	1356	840	1111	2156	506	97	1435.222222	9
ENSG00000069702	TGFBR3			2702	3047						2874.5	2
ENSG00000069849	ATP1B3	1699	2071	1810	1721	1686	1278	3226	1018	1300	1756.555556	9
ENSG00000069956	MAPK6	3988	2098	3528	2636	2286			2081	2990	2801	7
ENSG00000069966	GNB5	871	1159	1073	1700	1438	1117	2571	1697	1154	1420	9
ENSG00000069974	RAB27A			877	501						689	2
ENSG00000070010	UFD1		5947	5151	3592	3871	4314			4325	4533.333333	6
ENSG00000070018	LRP6			5521							5521	1
ENSG00000070061	ELP1	2488	2131	2414	1904	2195	4213	1539	1958	2658	2388.888889	9
ENSG00000070081	NUCB2	4271	3175	2746	2834	3012	1818			3674	3075.714286	7
ENSG00000070087	PFN2	1253	1036	1221	1116	541	1476	1754	1176	884	1161.888889	9
ENSG00000070214	SLC44A1	1330	930	2380	480	293	195	760	2515	252	1015	9
ENSG00000070366	SMG6			5226							5226	1
ENSG00000070367	EXOC5	4671	3160	3938	4773	3759	4510		2586	4704	4012.625	8
ENSG00000070413	DGCR2	2270	2623	1854	1781	1242	1422	1070	1174	1688	1680.444444	9
ENSG00000070423	RNF126	5159	4266	5279	4974					4746	4884.8	5
ENSG00000070444	MNT				4856						4856	1
ENSG00000070501	POLB				6016						6016	1
ENSG00000070610	GBA2	2479	3598	2765	2550	3585	2605		1786	3174	2817.75	8
ENSG00000070614	NDST1									3809	3809	1
ENSG00000070718	AP3M2	1716	2329	1376	1659	1497	2268	1766	1394	1560	1729.444444	9
ENSG00000070729	CNGB1				1764						1764	1
ENSG00000070756	PABPC1	729	187	722	313	577	237		1362	809	617	8
ENSG00000070761	CFAP20	2118	2819	2128	2330	1299	2092	1927		3749	2307.75	8
ENSG00000070770	CSNK2A2			6472	6121		4425				5672.666667	3
ENSG00000070785	EIF2B3			6159							6159	1
ENSG00000070808	CAMK2A	477	1130	810	885	387	535	236	583	577	624.4444444	9
ENSG00000070831	CDC42	2126	1227	1893	1239	1845	2323	1883	775	1273	1620.444444	9
ENSG00000070961	ATP2B1	1196	1475	1238	1718	1023	1324	920	87	606	1065.222222	9
ENSG00000071054	MAP4K4	2302	4478	2932	2852	1277	559	2263		605	2158.5	8
ENSG00000071073	MGAT4A		4634	6521	5171		4923		2528		4755.4	5
ENSG00000071082	RPL31	1000	562	1950	1023	661	1103	676	947	1156	1008.666667	9
ENSG00000071127	WDR1	3115	2945	4138	2660	2672	3026	1953	694	1317	2502.222222	9
ENSG00000071189	SNX13	5469	5746	5962			4707				5471	4
ENSG00000071242	RPS6KA2	5287	3472	5174	2836	1506	3585	2731		2970	3445.125	8
ENSG00000071462	BUD23	2641	2353	3605	4571	3461	2799	1791	2269	3784	3030.444444	9
ENSG00000071537	SEL1L	4712	3687	6041	3643		3665	3791	2601	3009	3893.625	8
ENSG00000071553	ATP6AP1	981	1177	1114	1109	1109	1018	1626	1317	1015	1162.888889	9
ENSG00000071575	TRIB2			2292	2887						2589.5	2
ENSG00000071655	MBD3	4637	5390	6595							5540.666667	3
ENSG00000071794	HLTF	4632	2562	4878	4549		4669	2325			3935.833333	6
ENSG00000071859	FAM50A	4105	5575	6495	6162		4179			4358	5145.666667	6
ENSG00000071889	FAM3A		5578	5438	5957		3933				5226.5	4
ENSG00000071894	CPSF1	5363	4792	4474							4876.333333	3
ENSG00000071967	CYBRD1	2125	496	2243	224					3105	1638.6	5
ENSG00000071994	PDCD2	3649	5879	5698	3798		4721			4586	4721.833333	6
ENSG00000072041	SLC6A15	665	1058	1001	1157	3277	888	1938	926	752	1295.777778	9
ENSG00000072042	RDH11	5272	4328	5569	4687	2411	4259		2207	2700	3929.125	8
ENSG00000072062	PRKACA	1173	1722	1452	1504	1370	1025	1494	522	1082	1260.444444	9
ENSG00000072071	ADGRL1	2408	2172	2159	1982	1830	1728	2196		1527	2000.25	8
ENSG00000072110	ACTN1	1713	1519	1945	1403	1380	1867	1762	1457	1907	1661.444444	9
ENSG00000072134	EPN2	4617	5452	6742						2903	4928.5	4
ENSG00000072135	PTPN18			5637							5637	1
ENSG00000072195	SPEG				3959						3959	1
ENSG00000072210	ALDH3A2	3217	4839	3331	1901	3777	3995	3934		4229	3652.875	8
ENSG00000072274	TFRC		4318	6735	4389	3616	4399				4691.4	5
ENSG00000072310	SREBF1	3583	2955	2924	4050	3802	4034			4260	3658.285714	7
ENSG00000072364	AFF4	3848	2961	3601	3464	3001	3020	3162	1873	3108	3115.333333	9
ENSG00000072415	MPP5	4067	3911	3526	2786	2999	4964		2281		3504.857143	7
ENSG00000072506	HSD17B10	2998	2852	4332			3613	1413	3103		3051.833333	6
ENSG00000072778	ACADVL	1948	2160	1580	2610		3364	3602	1684	2615	2445.375	8
ENSG00000072803	FBXW11	3662	3341	3812	3875	2886	3948	3353	2912	2765	3394.888889	9
ENSG00000072818	ACAP1	2903	4476	2456		2825		2945			3121	5
ENSG00000072832	CRMP1	635	907	534	861	647	562	671	1962	392	796.7777778	9
ENSG00000072849	DERL2	5130	5544	5774	6056						5626	4
ENSG00000072952	MRVI1	5553		4441		1091		3445			3632.5	4
ENSG00000072954	TMEM38A		4624	5431	4881		4627	3150			4542.6	5
ENSG00000072958	AP1M1	3370	3811	3178	3490	3732	4572		2959	1887	3374.875	8
ENSG00000073008	PVR				4832						4832	1
ENSG00000073060	SCARB1		4803	6360							5581.5	2
ENSG00000073150	PANX2		4718	3345	4989			3431			4120.75	4
ENSG00000073464	CLCN4	3405	4783	5076	3396	3400	4925	2627	2776	4484	3874.666667	9
ENSG00000073578	SDHA	3879	4568	3484	5767	3516	4529			3919	4237.428571	7
ENSG00000073584	SMARCE1	4615	4187	5763	5972			3375		4203	4685.833333	6
ENSG00000073712	FERMT2	5595		5520							5557.5	2
ENSG00000073803	MAP3K13	5495	5787	4370	4338						4997.5	4
ENSG00000073849	ST6GAL1	4809									4809	1
ENSG00000073910	FRY	1602	3606	3450	3174	2960	2579			1508	2697	7
ENSG00000073921	PICALM		4485			2582	4590			1714	3342.75	4
ENSG00000073969	NSF	84	134	104	135	103	214	201	447	96	168.6666667	9
ENSG00000074054	CLASP1	2558	3235	2787	3493	2312	1589	2774	2722	2434	2656	9
ENSG00000074071	MRPS34	4640	3742	5759	5661	3880	3277		3190	4122	4283.875	8
ENSG00000074181	NOTCH3	4075	3536	3539	4100						3812.5	4
ENSG00000074201	CLNS1A	2728	3909	3355	3545		4527	2764	3026	3331	3398.125	8
ENSG00000074211	PPP2R2C	2116	1462	1184	1881	951	1637	3610	2746	1914	1944.555556	9
ENSG00000074317	SNCB	299	427	184	320	510	1132	224	520	267	431.4444444	9
ENSG00000074319	TSG101	4327	5429	4109	3837	3877	2192	2237		3646	3706.75	8
ENSG00000074416	MGLL	4963		6005	4639		4918				5131.25	4
ENSG00000074527	NTN4		607		709						658	2
ENSG00000074582	BCS1L		5094	6890	4866						5616.666667	3
ENSG00000074603	DPP8	5673		6601		3704	4933	3357			4853.6	5
ENSG00000074657	ZNF532	5397	4701	6766	3669		4507				5008	5
ENSG00000074695	LMAN1	2351	1200	1377	924		3363	887	2296		1771.142857	7
ENSG00000074696	HACD3	694	722	873	828	630	742	1606	278	564	770.7777778	9
ENSG00000074800	ENO1	766	2213	1185	2307	871	913	2419	1209	832	1412.777778	9
ENSG00000074842	MYDGF	1769	1844	2741	2228	2421	907	1174	1183	3379	1960.666667	9
ENSG00000074855	ANO8			6550							6550	1
ENSG00000074935	TUBE1			5756	4352						5054	2
ENSG00000074964	ARHGEF10L			5101							5101	1
ENSG00000075035	WSCD2		2029	2043	1419			1145			1659	4
ENSG00000075043	KCNQ2	1365	3186	1852	2807	2203	1890		2447	1070	2102.5	8
ENSG00000075089	ACTR6	3080	2239	3174	3629		2548	2064	2472	3273	2809.875	8
ENSG00000075142	SRI	1274	1791	1216	2725	1093	1428	602	463	1037	1292.111111	9
ENSG00000075151	EIF4G3	2407	2694	2428	2535	2732	2606		2645	4222	2783.625	8
ENSG00000075223	SEMA3C	4721					3010	2006		1146	2720.75	4
ENSG00000075239	ACAT1	2638	3948	3485	4273	3573	3646	3735	3242	4265	3645	9
ENSG00000075240	GRAMD4			3779							3779	1
ENSG00000075292	ZNF638	4653	4645	3838	5218	2701	3867		2742	3597	3907.625	8
ENSG00000075303	SLC25A40				6008					4043	5025.5	2
ENSG00000075336	TIMM21	4137								4270	4203.5	2
ENSG00000075340	ADD2	1542	1531	1113	1907	1782	1995	2254	2946	1081	1794.555556	9
ENSG00000075399	VPS9D1		5312	3749	4081						4380.666667	3
ENSG00000075407	ZNF37A			6569							6569	1
ENSG00000075413	MARK3	4119		4547			4977	3506		4916	4413	5
ENSG00000075415	SLC25A3	702	1356	673	1606	818	1026	1961	1275	828	1138.333333	9
ENSG00000075420	FNDC3B			4182							4182	1
ENSG00000075426	FOSL2					3097	328				1712.5	2
ENSG00000075461	CACNG4		2262		2531					4365	3052.666667	3
ENSG00000075539	FRYL									2664	2664	1
ENSG00000075568	TMEM131	5170	5158	6348	3599		4346		2470	4863	4564.857143	7
ENSG00000075618	FSCN1	5099	5181	6552		2930			2927	2579	4211.333333	6
ENSG00000075624	ACTB	1623	3233	1861	2018	304	368	651	869	966	1321.444444	9
ENSG00000075711	DLG1			5967	4725		4557	3048	2103	2840	3873.333333	6
ENSG00000075785	RAB7A	2879	4251	3563	5239	1789	2547	2549		2187	3125.5	8
ENSG00000075790	BCAP29	4955	5388	6119			4653	3103		3711	4654.833333	6
ENSG00000075856	SART3	4650	4006	4065	4304			3767		3159	3991.833333	6
ENSG00000075914	EXOSC7	4262	3889	4956	2561			1617		3905	3531.666667	6
ENSG00000075945	KIFAP3	689	813	834	963	750	1105	1815	801	611	931.2222222	9
ENSG00000075975	MKRN2			5773							5773	1
ENSG00000076043	REXO2	5212	4964	6937							5704.333333	3
ENSG00000076108	BAZ2A		4714	6990	5033						5579	3
ENSG00000076201	PTPN23	4397	4666	5260			4807	3646		4212	4498	6
ENSG00000076242	MLH1		3596	4704	5002		3859	1988			3829.8	5
