input_number	input	input_ensg	ensg_number	ortholog_name	ortholog_ensg	description
2160	Aarsd1	ENSMUSG00000075528	2160.1.1	AARSD1	ENSG00000266967	alanyl-tRNA synthetase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28417]
2161	Aasdh	ENSMUSG00000055923	2161.1.1	AASDH	ENSG00000157426	aminoadipate-semialdehyde dehydrogenase [Source:HGNC Symbol;Acc:HGNC:23993]
2162	Aasdhppt	ENSMUSG00000025894	2162.1.1	AASDHPPT	ENSG00000149313	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]
2163	Aass	ENSMUSG00000029695	2163.1.1	AASS	ENSG00000008311	aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]
2164	Aatf	ENSMUSG00000018697	2164.1.1	AATF	ENSG00000275700	apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:HGNC:19235]
2165	Aatk	ENSMUSG00000025375	2165.1.1	AATK	ENSG00000181409	apoptosis associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:21]
2166	Abat	ENSMUSG00000057880	2166.1.1	ABAT	ENSG00000183044	4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
2167	Abca1	ENSMUSG00000015243	2167.1.1	ABCA1	ENSG00000165029	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
2168	Abca12	ENSMUSG00000050296	2168.1.1	ABCA12	ENSG00000144452	ATP binding cassette subfamily A member 12 [Source:HGNC Symbol;Acc:HGNC:14637]
2169	Abca13	ENSMUSG00000004668	2169.1.1	ABCA13	ENSG00000179869	ATP binding cassette subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:14638]
2174	Abca2	ENSMUSG00000026944	2174.1.1	ABCA2	ENSG00000107331	ATP binding cassette subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:32]
2175	Abca3	ENSMUSG00000024130	2175.1.1	ABCA3	ENSG00000167972	ATP binding cassette subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:33]
2176	Abca4	ENSMUSG00000028125	2176.1.1	ABCA4	ENSG00000198691	ATP binding cassette subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:34]
2177	Abca5	ENSMUSG00000018800	2177.1.1	ABCA5	ENSG00000154265	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]
2178	Abca6	ENSMUSG00000044749	2178.1.1	ABCA6	ENSG00000154262	ATP binding cassette subfamily A member 6 [Source:HGNC Symbol;Acc:HGNC:36]
2179	Abca7	ENSMUSG00000035722	2179.1.1	ABCA7	ENSG00000064687	ATP binding cassette subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:37]
2181	Abca8b	ENSMUSG00000020620	2181.1.1	ABCA8	ENSG00000141338	ATP binding cassette subfamily A member 8 [Source:HGNC Symbol;Acc:HGNC:38]
2182	Abca9	ENSMUSG00000041797	2182.1.1	ABCA9	ENSG00000154258	ATP binding cassette subfamily A member 9 [Source:HGNC Symbol;Acc:HGNC:39]
2183	Abcb10	ENSMUSG00000031974	2183.1.1	ABCB10	ENSG00000135776	ATP binding cassette subfamily B member 10 [Source:HGNC Symbol;Acc:HGNC:41]
2184	Abcb11	ENSMUSG00000027048	2184.1.1	ABCB11	ENSG00000073734	ATP binding cassette subfamily B member 11 [Source:HGNC Symbol;Acc:HGNC:42]
2187	Abcb4	ENSMUSG00000042476	2187.1.1	ABCB4	ENSG00000005471	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]
2188	Abcb5	ENSMUSG00000072791	2188.1.1	ABCB5	ENSG00000004846	ATP binding cassette subfamily B member 5 [Source:HGNC Symbol;Acc:HGNC:46]
2189	Abcb6	ENSMUSG00000026198	2189.1.1	ABCB6	ENSG00000115657	ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]
2190	Abcb7	ENSMUSG00000031333	2190.1.1	ABCB7	ENSG00000131269	ATP binding cassette subfamily B member 7 [Source:HGNC Symbol;Acc:HGNC:48]
2191	Abcb8	ENSMUSG00000028973	2191.1.1	ABCB8	ENSG00000197150	ATP binding cassette subfamily B member 8 [Source:HGNC Symbol;Acc:HGNC:49]
2192	Abcb9	ENSMUSG00000029408	2192.1.1	ABCB9	ENSG00000150967	ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]
2193	Abcc1	ENSMUSG00000023088	2193.1.1	ABCC1	ENSG00000103222	ATP binding cassette subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:51]
2194	Abcc10	ENSMUSG00000032842	2194.1.1	ABCC10	ENSG00000124574	ATP binding cassette subfamily C member 10 [Source:HGNC Symbol;Acc:HGNC:52]
2195	Abcc12	ENSMUSG00000036872	2195.1.1	ABCC12	ENSG00000140798	ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]
2196	Abcc2	ENSMUSG00000025194	2196.1.1	ABCC2	ENSG00000023839	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]
2197	Abcc3	ENSMUSG00000020865	2197.1.1	ABCC3	ENSG00000108846	ATP binding cassette subfamily C member 3 [Source:HGNC Symbol;Acc:HGNC:54]
2198	Abcc4	ENSMUSG00000032849	2198.1.1	ABCC4	ENSG00000125257	ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55]
2199	Abcc5	ENSMUSG00000022822	2199.1.1	ABCC5	ENSG00000114770	ATP binding cassette subfamily C member 5 [Source:HGNC Symbol;Acc:HGNC:56]
2200	Abcc6	ENSMUSG00000030834	2200.1.1	ABCC6	ENSG00000091262	ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57]
2201	Abcc8	ENSMUSG00000040136	2201.1.1	ABCC8	ENSG00000006071	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]
2202	Abcc9	ENSMUSG00000030249	2202.1.1	ABCC9	ENSG00000069431	ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]
2203	Abcd1	ENSMUSG00000031378	2203.1.1	ABCD1	ENSG00000101986	ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61]
2204	Abcd2	ENSMUSG00000055782	2204.1.1	ABCD2	ENSG00000173208	ATP binding cassette subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:66]
2205	Abcd3	ENSMUSG00000028127	2205.1.1	ABCD3	ENSG00000117528	ATP binding cassette subfamily D member 3 [Source:HGNC Symbol;Acc:HGNC:67]
2206	Abcd4	ENSMUSG00000021240	2206.1.1	ABCD4	ENSG00000119688	ATP binding cassette subfamily D member 4 [Source:HGNC Symbol;Acc:HGNC:68]
2207	Abce1	ENSMUSG00000058355	2207.1.1	ABCE1	ENSG00000164163	ATP binding cassette subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:69]
2208	Abcf1	ENSMUSG00000038762	2208.1.1	ABCF1	ENSG00000204574	ATP binding cassette subfamily F member 1 [Source:HGNC Symbol;Acc:HGNC:70]
2209	Abcf2	ENSMUSG00000028953	2209.1.1	ABCF2	ENSG00000033050	ATP binding cassette subfamily F member 2 [Source:HGNC Symbol;Acc:HGNC:71]
2210	Abcf3	ENSMUSG00000003234	2210.1.1	ABCF3	ENSG00000161204	ATP binding cassette subfamily F member 3 [Source:HGNC Symbol;Acc:HGNC:72]
2211	Abcg1	ENSMUSG00000024030	2211.1.1	ABCG1	ENSG00000160179	ATP binding cassette subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:73]
2213	Abcg3	ENSMUSG00000029299	2213.1.1	ABCG2	ENSG00000118777	ATP binding cassette subfamily G member 2 (Junior blood group) [Source:HGNC Symbol;Acc:HGNC:74]
2214	Abcg4	ENSMUSG00000032131	2214.1.1	ABCG4	ENSG00000172350	ATP binding cassette subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:13884]
2215	Abcg5	ENSMUSG00000040505	2215.1.1	ABCG5	ENSG00000138075	ATP binding cassette subfamily G member 5 [Source:HGNC Symbol;Acc:HGNC:13886]
2216	Abcg8	ENSMUSG00000024254	2216.1.1	ABCG8	ENSG00000143921	ATP binding cassette subfamily G member 8 [Source:HGNC Symbol;Acc:HGNC:13887]
2217	Abhd1	ENSMUSG00000006638	2217.1.1	ABHD1	ENSG00000143994	abhydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17553]
2218	Abhd10	ENSMUSG00000033157	2218.1.1	ABHD10	ENSG00000144827	abhydrolase domain containing 10, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:25656]
2219	Abhd11	ENSMUSG00000040532	2219.1.1	ABHD11	ENSG00000106077	abhydrolase domain containing 11 [Source:HGNC Symbol;Acc:HGNC:16407]
2221	Abhd12	ENSMUSG00000032046	2221.1.1	ABHD12	ENSG00000100997	abhydrolase domain containing 12, lysophospholipase [Source:HGNC Symbol;Acc:HGNC:15868]
2222	Abhd12b	ENSMUSG00000090121	2222.1.1	ABHD12B	ENSG00000131969	abhydrolase domain containing 12B [Source:HGNC Symbol;Acc:HGNC:19837]
2223	Abhd13	ENSMUSG00000040396	2223.1.1	ABHD13	ENSG00000139826	abhydrolase domain containing 13 [Source:HGNC Symbol;Acc:HGNC:20293]
2224	Abhd14a	ENSMUSG00000042210	2224.1.1	ABHD14A	ENSG00000248487	abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]
2225	Abhd14b	ENSMUSG00000042073	2225.1.1	ABHD14B	ENSG00000114779	abhydrolase domain containing 14B [Source:HGNC Symbol;Acc:HGNC:28235]
2226	Abhd15	ENSMUSG00000000686	2226.1.1	ABHD15	ENSG00000168792	abhydrolase domain containing 15 [Source:HGNC Symbol;Acc:HGNC:26971]
2227	Abhd16a	ENSMUSG00000007036	2227.1.1	ABHD16A	ENSG00000204427	abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]
2229	Abhd17a	ENSMUSG00000003346	2229.1.1	ABHD17A	ENSG00000129968	abhydrolase domain containing 17A, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:28756]
2230	Abhd17b	ENSMUSG00000047368	2230.1.1	ABHD17B	ENSG00000107362	abhydrolase domain containing 17B, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:24278]
2231	Abhd17c	ENSMUSG00000038459	2231.1.1	ABHD17C	ENSG00000136379	abhydrolase domain containing 17C, depalmitoylase [Source:HGNC Symbol;Acc:HGNC:26925]
2232	Abhd2	ENSMUSG00000039202	2232.1.1	ABHD2	ENSG00000140526	abhydrolase domain containing 2, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:18717]
2233	Abhd3	ENSMUSG00000002475	2233.1.1	ABHD3	ENSG00000158201	abhydrolase domain containing 3, phospholipase [Source:HGNC Symbol;Acc:HGNC:18718]
2234	Abhd4	ENSMUSG00000040997	2234.1.1	ABHD4	ENSG00000100439	abhydrolase domain containing 4, N-acyl phospholipase B [Source:HGNC Symbol;Acc:HGNC:20154]
2235	Abhd5	ENSMUSG00000032540	2235.1.1	ABHD5	ENSG00000011198	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase [Source:HGNC Symbol;Acc:HGNC:21396]
2236	Abhd6	ENSMUSG00000025277	2236.1.1	ABHD6	ENSG00000163686	abhydrolase domain containing 6, acylglycerol lipase [Source:HGNC Symbol;Acc:HGNC:21398]
2237	Abhd8	ENSMUSG00000007950	2237.1.1	ABHD8	ENSG00000127220	abhydrolase domain containing 8 [Source:HGNC Symbol;Acc:HGNC:23759]
2238	Abi1	ENSMUSG00000058835	2238.1.1	ABI1	ENSG00000136754	abl interactor 1 [Source:HGNC Symbol;Acc:HGNC:11320]
2239	Abi2	ENSMUSG00000026782	2239.1.1	ABI2	ENSG00000138443	abl interactor 2 [Source:HGNC Symbol;Acc:HGNC:24011]
2240	Abi3	ENSMUSG00000018381	2240.1.1	ABI3	ENSG00000108798	ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]
2241	Abi3bp	ENSMUSG00000035258	2241.1.1	ABI3BP	ENSG00000154175	ABI family member 3 binding protein [Source:HGNC Symbol;Acc:HGNC:17265]
2242	Abl1	ENSMUSG00000026842	2242.1.1	ABL1	ENSG00000097007	ABL proto-oncogene 1, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:76]
2243	Abl2	ENSMUSG00000026596	2243.1.1	ABL2	ENSG00000143322	ABL proto-oncogene 2, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:77]
2244	Ablim1	ENSMUSG00000025085	2244.1.1	ABLIM1	ENSG00000099204	actin binding LIM protein 1 [Source:HGNC Symbol;Acc:HGNC:78]
2245	Ablim2	ENSMUSG00000029095	2245.1.1	ABLIM2	ENSG00000163995	actin binding LIM protein family member 2 [Source:HGNC Symbol;Acc:HGNC:19195]
2246	Ablim3	ENSMUSG00000032735	2246.1.1	ABLIM3	ENSG00000173210	actin binding LIM protein family member 3 [Source:HGNC Symbol;Acc:HGNC:29132]
2247	Abo	ENSMUSG00000015787	2247.1.1	ABO	ENSG00000175164	ABO, alpha 1-3-N-acetylgalactosaminyltransferase and alpha 1-3-galactosyltransferase [Source:HGNC Symbol;Acc:HGNC:79]
2248	Abr	ENSMUSG00000017631	2248.1.1	ABR	ENSG00000159842	ABR activator of RhoGEF and GTPase [Source:HGNC Symbol;Acc:HGNC:81]
2250	Abracl	ENSMUSG00000078453	2250.1.1	ABRACL	ENSG00000146386	ABRA C-terminal like [Source:HGNC Symbol;Acc:HGNC:21230]
2251	Abt1	ENSMUSG00000036376	2251.1.1	ABT1	ENSG00000146109	activator of basal transcription 1 [Source:HGNC Symbol;Acc:HGNC:17369]
2252	Abtb1	ENSMUSG00000030083	2252.1.1	ABTB1	ENSG00000114626	ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]
2253	Abtb2	ENSMUSG00000032724	2253.1.1	ABTB2	ENSG00000166016	ankyrin repeat and BTB domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23842]
2256	Acaa2	ENSMUSG00000036880	2256.1.1	ACAA2	ENSG00000167315	acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]
2257	Acaca	ENSMUSG00000020532	2257.1.1	ACACA	ENSG00000278540	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]
2258	Acacb	ENSMUSG00000042010	2258.1.1	ACACB	ENSG00000076555	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]
2260	Acad11	ENSMUSG00000090150	2260.1.1	ACAD11	ENSG00000240303	acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]
2262	Acad8	ENSMUSG00000031969	2262.1.1	ACAD8	ENSG00000151498	acyl-CoA dehydrogenase family member 8 [Source:HGNC Symbol;Acc:HGNC:87]
2263	Acad9	ENSMUSG00000027710	2263.1.1	ACAD9	ENSG00000177646	acyl-CoA dehydrogenase family member 9 [Source:HGNC Symbol;Acc:HGNC:21497]
2264	Acadl	ENSMUSG00000026003	2264.1.1	ACADL	ENSG00000115361	acyl-CoA dehydrogenase long chain [Source:HGNC Symbol;Acc:HGNC:88]
2265	Acadm	ENSMUSG00000062908	2265.1.1	ACADM	ENSG00000117054	acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]
2266	Acads	ENSMUSG00000029545	2266.1.1	ACADS	ENSG00000122971	acyl-CoA dehydrogenase short chain [Source:HGNC Symbol;Acc:HGNC:90]
2267	Acadsb	ENSMUSG00000030861	2267.1.1	ACADSB	ENSG00000196177	acyl-CoA dehydrogenase short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]
2268	Acadvl	ENSMUSG00000018574	2268.1.1	ACADVL	ENSG00000072778	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]
2269	Acan	ENSMUSG00000030607	2269.1.1	ACAN	ENSG00000157766	aggrecan [Source:HGNC Symbol;Acc:HGNC:319]
2270	Acap1	ENSMUSG00000001588	2270.1.1	ACAP1	ENSG00000072818	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16467]
2271	Acap2	ENSMUSG00000049076	2271.1.1	ACAP2	ENSG00000114331	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]
2272	Acap3	ENSMUSG00000029033	2272.1.1	ACAP3	ENSG00000131584	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]
2273	Acat1	ENSMUSG00000032047	2273.1.1	ACAT1	ENSG00000075239	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]
2276	Acbd3	ENSMUSG00000026499	2276.1.1	ACBD3	ENSG00000182827	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]
2277	Acbd4	ENSMUSG00000056938	2277.1.1	ACBD4	ENSG00000181513	acyl-CoA binding domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23337]
2278	Acbd5	ENSMUSG00000026781	2278.1.1	ACBD5	ENSG00000107897	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]
2279	Acbd6	ENSMUSG00000033701	2279.1.1	ACBD6	ENSG00000230124	acyl-CoA binding domain containing 6 [Source:HGNC Symbol;Acc:HGNC:23339]
2280	Acbd7	ENSMUSG00000026644	2280.1.1	ACBD7	ENSG00000176244	acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]
2281	Accs	ENSMUSG00000040272	2281.1.1	ACCS	ENSG00000110455	1-aminocyclopropane-1-carboxylate synthase homolog (inactive) [Source:HGNC Symbol;Acc:HGNC:23989]
2283	Acd	ENSMUSG00000038000	2283.1.1	ACD	ENSG00000102977	ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]
2284	Ace	ENSMUSG00000020681	2284.1.1	ACE	ENSG00000159640	angiotensin I converting enzyme [Source:HGNC Symbol;Acc:HGNC:2707]
2285	Ace2	ENSMUSG00000015405	2285.1.1	ACE2	ENSG00000130234	angiotensin converting enzyme 2 [Source:HGNC Symbol;Acc:HGNC:13557]
2287	Acer1	ENSMUSG00000045019	2287.1.1	ACER1	ENSG00000167769	alkaline ceramidase 1 [Source:HGNC Symbol;Acc:HGNC:18356]
2288	Acer2	ENSMUSG00000038007	2288.1.1	ACER2	ENSG00000177076	alkaline ceramidase 2 [Source:HGNC Symbol;Acc:HGNC:23675]
2289	Acer3	ENSMUSG00000030760	2289.1.1	ACER3	ENSG00000078124	alkaline ceramidase 3 [Source:HGNC Symbol;Acc:HGNC:16066]
2290	Ache	ENSMUSG00000023328	2290.1.1	ACHE	ENSG00000087085	acetylcholinesterase (Cartwright blood group) [Source:HGNC Symbol;Acc:HGNC:108]
2291	Acin1	ENSMUSG00000022185	2291.1.1	ACIN1	ENSG00000100813	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]
2292	Ackr1	ENSMUSG00000037872	2292.1.1	ACKR1	ENSG00000213088	atypical chemokine receptor 1 (Duffy blood group) [Source:HGNC Symbol;Acc:HGNC:4035]
2293	Ackr2	ENSMUSG00000044534	2293.1.1	ACKR2	ENSG00000144648	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]
2294	Ackr3	ENSMUSG00000044337	2294.1.1	ACKR3	ENSG00000144476	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]
2295	Ackr4	ENSMUSG00000079355	2295.1.1	ACKR4	ENSG00000129048	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]
2296	Acly	ENSMUSG00000020917	2296.1.1	ACLY	ENSG00000131473	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]
2301	Aco1	ENSMUSG00000028405	2301.1.1	ACO1	ENSG00000122729	aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]
2302	Aco2	ENSMUSG00000022477	2302.1.1	ACO2	ENSG00000100412	aconitase 2 [Source:HGNC Symbol;Acc:HGNC:118]
2305	Acot11	ENSMUSG00000034853	2305.1.1	ACOT11	ENSG00000162390	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]
2306	Acot12	ENSMUSG00000021620	2306.1.1	ACOT12	ENSG00000172497	acyl-CoA thioesterase 12 [Source:HGNC Symbol;Acc:HGNC:24436]
2307	Acot13	ENSMUSG00000006717	2307.1.1	ACOT13	ENSG00000112304	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]
2310	Acot4	ENSMUSG00000052392	2310.1.1	ACOT4	ENSG00000177465	acyl-CoA thioesterase 4 [Source:HGNC Symbol;Acc:HGNC:19748]
2312	Acot6	ENSMUSG00000043487	2312.1.1	ACOT6	ENSG00000205669	acyl-CoA thioesterase 6 [Source:HGNC Symbol;Acc:HGNC:33159]
2313	Acot7	ENSMUSG00000028937	2313.1.1	ACOT7	ENSG00000097021	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]
2314	Acot8	ENSMUSG00000017307	2314.1.1	ACOT8	ENSG00000101473	acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]
2316	Acox1	ENSMUSG00000020777	2316.1.1	ACOX1	ENSG00000161533	acyl-CoA oxidase 1 [Source:HGNC Symbol;Acc:HGNC:119]
2317	Acox2	ENSMUSG00000021751	2317.1.1	ACOX2	ENSG00000168306	acyl-CoA oxidase 2 [Source:HGNC Symbol;Acc:HGNC:120]
2318	Acox3	ENSMUSG00000029098	2318.1.1	ACOX3	ENSG00000087008	acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]
2319	Acoxl	ENSMUSG00000027380	2319.1.1	ACOXL	ENSG00000153093	acyl-CoA oxidase like [Source:HGNC Symbol;Acc:HGNC:25621]
2320	Acp1	ENSMUSG00000044573	2320.1.1	ACP1	ENSG00000143727	acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]
2321	Acp2	ENSMUSG00000002103	2321.1.1	ACP2	ENSG00000134575	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]
2322	Acp5	ENSMUSG00000001348	2322.1.1	ACP5	ENSG00000102575	acid phosphatase 5, tartrate resistant [Source:HGNC Symbol;Acc:HGNC:124]
2323	Acp6	ENSMUSG00000028093	2323.1.1	ACP6	ENSG00000162836	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]
2326	Acr	ENSMUSG00000022622	2326.1.1	ACR	ENSG00000100312	acrosin [Source:HGNC Symbol;Acc:HGNC:126]
2327	Acrbp	ENSMUSG00000072770	2327.1.1	ACRBP	ENSG00000111644	acrosin binding protein [Source:HGNC Symbol;Acc:HGNC:17195]
2328	Acrv1	ENSMUSG00000032110	2328.1.1	ACRV1	ENSG00000134940	acrosomal vesicle protein 1 [Source:HGNC Symbol;Acc:HGNC:127]
2329	Acsbg1	ENSMUSG00000032281	2329.1.1	ACSBG1	ENSG00000103740	acyl-CoA synthetase bubblegum family member 1 [Source:HGNC Symbol;Acc:HGNC:29567]
2330	Acsbg2	ENSMUSG00000024207	2330.1.1	ACSBG2	ENSG00000130377	acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174]
2331	Acsf2	ENSMUSG00000076435	2331.1.1	ACSF2	ENSG00000167107	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]
2332	Acsf3	ENSMUSG00000015016	2332.1.1	ACSF3	ENSG00000176715	acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]
2333	Acsl1	ENSMUSG00000018796	2333.1.1	ACSL1	ENSG00000151726	acyl-CoA synthetase long chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]
2334	Acsl3	ENSMUSG00000032883	2334.1.1	ACSL3	ENSG00000123983	acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]
2335	Acsl4	ENSMUSG00000031278	2335.1.1	ACSL4	ENSG00000068366	acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]
2336	Acsl5	ENSMUSG00000024981	2336.1.1	ACSL5	ENSG00000197142	acyl-CoA synthetase long chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]
2337	Acsl6	ENSMUSG00000020333	2337.1.1	ACSL6	ENSG00000164398	acyl-CoA synthetase long chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]
2338	Acsm1	ENSMUSG00000033533	2338.1.1	ACSM1	ENSG00000166743	acyl-CoA synthetase medium chain family member 1 [Source:HGNC Symbol;Acc:HGNC:18049]
2340	Acsm3	ENSMUSG00000030935	2340.1.1	ACSM3	ENSG00000005187	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]
2342	Acsm5	ENSMUSG00000030972	2342.1.1	ACSM5	ENSG00000183549	acyl-CoA synthetase medium chain family member 5 [Source:HGNC Symbol;Acc:HGNC:26060]
2343	Acss1	ENSMUSG00000027452	2343.1.1	ACSS1	ENSG00000154930	acyl-CoA synthetase short chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]
2344	Acss2	ENSMUSG00000027605	2344.1.1	ACSS2	ENSG00000131069	acyl-CoA synthetase short chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]
2346	Acss3	ENSMUSG00000035948	2346.1.1	ACSS3	ENSG00000111058	acyl-CoA synthetase short chain family member 3 [Source:HGNC Symbol;Acc:HGNC:24723]
2347	Acta1	ENSMUSG00000031972	2347.1.1	ACTA1	ENSG00000143632	actin alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]
2348	Acta2	ENSMUSG00000035783	2348.1.1	ACTA2	ENSG00000107796	actin alpha 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:130]
2349	Actb	ENSMUSG00000029580	2349.1.1	ACTB	ENSG00000075624	actin beta [Source:HGNC Symbol;Acc:HGNC:132]
2350	Actbl2	ENSMUSG00000055194	2350.1.1	ACTBL2	ENSG00000169067	actin beta like 2 [Source:HGNC Symbol;Acc:HGNC:17780]
2351	Actc1	ENSMUSG00000068614	2351.1.1	ACTC1	ENSG00000159251	actin alpha cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]
2353	Actg1	ENSMUSG00000062825	2353.1.1	ACTG1	ENSG00000184009	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]
2354	Actg2	ENSMUSG00000059430	2354.1.1	ACTG2	ENSG00000163017	actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]
2357	Actl6a	ENSMUSG00000027671	2357.1.1	ACTL6A	ENSG00000136518	actin like 6A [Source:HGNC Symbol;Acc:HGNC:24124]
2358	Actl6b	ENSMUSG00000029712	2358.1.1	ACTL6B	ENSG00000077080	actin like 6B [Source:HGNC Symbol;Acc:HGNC:160]
2360	Actl7b	ENSMUSG00000070980	2360.1.1	ACTL7B	ENSG00000148156	actin like 7B [Source:HGNC Symbol;Acc:HGNC:162]
2362	Actn1	ENSMUSG00000015143	2362.1.1	ACTN1	ENSG00000072110	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]
2363	Actn2	ENSMUSG00000052374	2363.1.1	ACTN2	ENSG00000077522	actinin alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]
